,company_country,company_employees,company_founded,company_industry,company_name
2731,Poland,637,2008,Technology,Netguru
2732,Germany,18,2015,Technology,AWESOME! Software
2733,Spain,75,2012,Cyber Security,Aiuken Solutions
2734,Italy,18,2013,Industrial Goods,Norma Meccanica
2735,Italy,7,2014,Retail,Fazio
2736,Italy,56,2012,Construction,Falcon General Contract
2737,Italy,7,2014,Ecommerce,Porcamo
2738,Switzerland,9,2013,Sales & Marketing,Catalyx
2739,Germany,84,2010,Retail,GrillfÃ¼rst
2740,France,71,2014,Management Consulting,OpÃ©ra Energie
2741,Germany,195,2006,Support Services,BXR Industrieservice
2742,France,6,2011,Retail,Joannes Distribution
2743,France,4,2012,Food & Beverage,Mediterranean Food Solutions
2744,Italy,18,2017,Automobiles,Dealernet
2745,Germany,57,2013,Property,Alpha Real Estate
2746,Germany,15,2013,Automobiles,WerksrÃ¤der24
2747,Lithuania,24,2009,Sales & Marketing,Good one
2748,Croatia,181,2005,Technology,Infinum
2749,Czech Republic,16,2013,Interiors,Rexy
2750,Belgium,74,2013,Technology,Appwise
2751,Sweden,13,2011,Technology,Ombea
2752,Spain,75,2011,Ecommerce,Deporvillage
2753,Latvia,25,2015,Advertising,WKND
2754,Italy,5,2012,Property,Aura
2755,Greece,55,2014,Technology,Convert Group
2756,France,39,2010,Sales & Marketing,Obiz Concept
2757,Poland,58,2006,Technology,ANT
2758,France,17,2013,Media,WILLIE BEAMEN
2759,Sweden,65,2013,Ecommerce,Revolution Race
2760,France,40,2009,Retail,GONG Galaxy
2761,UK,41,2011,Support Services,Improveasy
2762,United Kingdom,113,2010,Travel & Leisure,Fly Victor
2763,Italy,17,2013,Industrial Goods,Sitem Motori Elettrici
2764,France,154,2008,Support Services,Fekra Consulting
2765,Italy,8,2011,Construction,GDR Costruzioni
2766,Italy,4,2015,Ecommerce,Emporio Elettrico
2767,Italy,45,2010,Construction,Global Sistemi
2768,France,3,2012,Financial Services,Car Fleet Services Sas
2769,Slovakia,55,2000,Technology,Emark
2770,Spain,156,2014,Energy,Resgreen Europe
2771,UK,87,2012,Technology,Exscientia AI
2772,UK,52,2009,Retail,Wolf & Badger
2773,Germany,45,2011,Construction,HJ Tiefbau
2774,France,24,2009,Support Services,Carrevolutis
2775,United Kingdom,29,2014,Financial Services,IS Prime
2776,UK,324,2005,Fintech,Featurespace
2777,Spain,52,2014,Pharmaceuticals,Bioksan Naturalmente Juntos
2778,Finland,Not found,2010,Restaurants,Hangon Makaronitehdas
2779,Italy,37,2013,Industrial Goods,Almac
2780,France,11,2016,Energy,XL ENERGIES
2781,Spain,43,2015,Support Services,Claveria
2782,Germany,75,2014,Health,Ackerdemia
2783,Germany,12,2000,Financial Services,STATUS Beratungsgesellschaft
2784,Germany,50,2014,Industrial Goods,GPS
2785,Germany,4,2010,Retail,Timberagents
2786,France,30,2012,Construction,fermeture econâhome
2787,Italy,90,2015,Automobiles,G.T.R. Car Service
2788,Sweden,236,2012,Pharmaceuticals,Apotea
2789,Netherlands,15,2009,Retail,Shinga
2790,Germany,7,2014,Property,Communis Projektbau
2791,Sweden,70,2014,Management Consulting,NRSE
2792,Germany,12,2016,Industrial Goods,C. E. SchneckenflÃ¼gel
2793,Denmark,46,2009,Technology,Clever
2794,United Kingdom,62,2013,Technology,Signal Media
2795,Greece,10,2015,Technology,Novastar
2796,Germany,21,2011,Telecoms,SIMWERT
2797,UK,24,2015,Law,Flex Legal
2798,Germany,474,2011,Travel & Leisure,tristar
2799,Poland,64,2012,Ecommerce,Travelist
2800,Poland,4,2012,Technology,ITFS
2801,Norway,41,2010,Technology,Documaster
2802,Germany,30,2009,Construction,Schulz Baugesellschaft
2803,Italy,45,1990,Industrial Goods,Tor.Mec Ambrosi
2804,Italy,22,2012,Industrial Goods,General Service
2805,United Kingdom,53,2009,Telecoms,ContactEngine
2806,Germany,4,2014,Construction,Immo-Team AllgÃ¤u
2807,Italy,11,2013,Travel & Leisure,Go4Sea
2808,Germany,15,1991,Management Consulting,Enghofer Koch Consulting
2809,Germany,15,2003,Technology,Peter Kenkel
2810,Germany,57,2014,Financial Services,creditshelf
2811,UK,18,2013,Fintech,Payment Assist
2812,France,1,2009,Property,Sarl Ag Invest
2813,United Kingdom,30,2014,Retail,Idle Projects
2814,United Kingdom,130,2006,Technology,hedgehog lab
2815,Spain,60,2012,Technology,Innocv Solutions
2816,Italy,10,2016,Food & Beverage,Blife
2817,Germany,34,2013,Industrial Goods,Pulsar Photonics
2818,Spain,133,2010,Architecture,Aprotecnic Group
2819,United Kingdom,82,2009,Financial Services,Alpha FX Group
2820,Italy,31,2014,Fashion,Castel
2821,Italy,18,2004,Technology,Nohup
2822,Sweden,76,2002,Technology,Visage Technologies
2823,France,18,2010,Automobiles,50Factory
2824,Germany,141,2000,Technology,mVISE
2825,France,57,2014,Management Consulting,Thiga
2826,Poland,56,2012,Technology,Noctuai
2827,Germany,96,2013,Industrial Goods,Ares
2828,Poland,340,2014,Technology,Seargin
2829,Germany,50,2005,Support Services,Hirschtec
2830,Germany,10,2015,Property,Pekrul ProjektPartner
2831,UK,399,2000,Ecommerce,Moonpig Group
2832,Finland,3,2014,Automobiles,Prestige Car Center
2833,France,Not found,2013,Construction,FD Concept
2834,Germany,485,2010,Support Services,KBS Group
2835,Italy,4,2015,Travel & Leisure,We Exhibit
2836,France,242,2000,Technology,Prima Solutions
2837,UK,22,2016,Financial Services,Wealth Club
2838,France,52,2004,Management Consulting,Aravati
2839,Sweden,20,2009,Technology,Sleep Cycle
2840,Spain,19,2012,Construction,MK Premium
2841,Sweden,231,2015,Technology,GomSpace Group
2842,France,25,2016,Property,FACTORY
2843,Spain,6,2016,Health,Beck Ingredients
2844,Germany,101,2008,Automobiles,Fleetpool
2845,Germany,11,1994,Retail,TDS Rietberg
2846,Austria,24,2010,Technology,Die Socialisten
2847,Spain,38,2011,Cyber Security,Tarlogic Security
2848,Italy,251,2012,Financial Services,Signor Prestito
2849,Hungary,3,2010,Management Consulting,Mentors & Partners Group
2850,UK,50,2012,Retail,Ooni
2851,Germany,7,2012,Chemicals,SanaBio
2852,Spain,3,2004,Ecommerce,Kiddus Accesorios
2853,The Netherlands,9,2011,Ecommerce,SB Supply
2854,Sweden,300,2008,Fintech,Trustly Group
2855,Germany,60,2010,Food & Beverage,ErdbÃ¤r (Freche Freunde)
2856,Austria,104,2011,Technology,RadarServices Smart IT-Security
2857,Czech Republic,24,2015,Media,Mediaboard
2858,Italy,14,1984,Interiors,Maxfel
2859,France,70,2012,Support Services,Avis VÃ©rifiÃ©s
2860,Germany,100,2014,Support Services,SGS Facility Management
2861,France,80,2012,Transport,DW TRANS
2862,France,20,2005,Management Consulting,Opteamis
2863,United Kingdom,699,2013,Media,Comino Media
2864,France,23,2012,Construction,MyChauffage.com
2865,France,4,2006,Industrial Goods,NACELEXPERT
2866,Germany,91,2013,Food & Beverage,Ankerkraut
2867,United Kingdom,4,2009,Technology,Midstream Lighting
2868,United Kingdom,242,2012,Retail,CCHG (VPZ)
2869,Germany,24,2015,Technology,Fincite
2870,Germany,31,2015,Technology,keylight
2871,Italy,13,2011,Technology,Technacy
2872,Germany,89,2014,Technology,Natuvion
2873,France,10,2010,Personal & Household Goods,COFARIM
2874,Spain,35,2015,Retail,CerÃ¡micas Anoru*
2875,France,25,2011,Chemicals & Pharmaceuticals,Genoskin
2876,UK,21,2013,Fintech,Payment Assist
2877,UK,21,2015,Games industry,Genba Digital
2878,United Kingdom,32,2008,Technology,Ecometrica
2879,Germany,146,2010,Education,Kleine Riesen Nord
2880,Spain,6,2014,Telecoms,Kyo Electric
2881,Germany,65,2013,Retail,my Boo
2882,Sweden,25,2012,Technology,84codes.com
2883,Italy,27,2010,Energy,Alba
2884,Germany,65,2013,Health,GÃ¶rges Naturprodukte
2885,Spain,37,2011,Industrial Goods,Ergos Technology
2886,Germany,20,2013,Chemicals & Pharmaceuticals,KLG LIQUIDA
2887,Italy,6,2009,Telecoms,Bomax
2888,Spain,2400,2007,Energy,Prodiel Proyectos
2889,Germany,2,2013,Ecommerce,Horando Deutschland
2890,France,35,2011,Technology,Ignimission
2891,Italy,7,2013,Energy,Adamant BioNRG
2892,France,30,2014,Construction,Urban TP
2893,Italy,11,2014,Technology,MgM Robotics
2894,Italy,6,2015,Cyber Security,Verxo
2895,UK,5,2015,Interiors,Xplort
2896,UK,12,2010,Financial Services,Bambridge Accountants
2897,Spain,25,2011,Advertising,Annie Bonnie
2898,Germany,9,2014,Technology,MGL Licht
2899,Poland,115,2013,Ecommerce,Selsey
2900,Slovakia,13,2016,Property,G2Park
2901,Italy,5,2014,Architecture,Pelizzari Studio
2902,UK,160,2011,Beauty,Tropic Skincare
2903,Italy,254,2014,Restaurants,Ristoservice
2904,France,15,2011,Retail,Fioulreduc
2905,Finland,4,2009,Fashion,Jutta Product
2906,Italy,19,2011,Advertising,Magilla
2907,The Netherlands,9,2014,Technology,Postex
2908,Italy,14,2015,Retail,Rinah (Dan John)
2909,France,215,2001,Advertising,Smart Adserver
2910,France,35,2012,Transport,DW Trans
2911,Italy,5,2013,Waste management & recycling,Consorzio Stabile Ambientemilia
2912,France,8,2014,Aerospace & Defence,Escadrone
2913,Finland,19,2005,Interiors,Piantek
2914,Spain,2929,2007,Energy,Prodiel 
2915,Italy,12,2016,Ecommerce,Yocabeâ
2916,France,33,2012,Property,Chez Nestor
2917,Italy,14,2015,Advertising,Ready 2 Fly
2918,Germany,1,2011,Energy,ZukunftsEnergie Fichtelgebirge
2919,United Kingdom,33,2015,Energy,Quimera Energy
2920,Italy,9,2016,Transport,Mint Italia
2921,UK,764,2012,Technology,Learning Technologies Group
2922,France,12,2011,Retail,Family Web Diffusion
2923,Romania,219,2005,Technology,Tremend Software Consulting
2924,The Netherlands,233,2012,Ecommerce,Sendcloud
2925,UK,40,2012,Batteries,Hyperdrive Innovation
2926,Italy,1,2011,Retail,Domino Creations
2927,Germany,7,2014,Ecommerce,Merkkur
2928,Italy,10,2008,Technology,Datakey Software Engineering
2929,Italy,40,2013,Technology,Crispy Bacon
2930,France,7,2012,Property,Nue-Pro Select
2931,Spain,33,2010,Ecommerce,The Stikets Company
2932,Romania,41,2015,Cyber Security,Metaminds
2933,Italy,11,2016,Technology,Ddm Solutions
2934,Spain,53,2014,Transport,Rafa Grau Transports
2935,France,19,2004,Construction,SARL GOGY
2936,Italy,29,2012,Education,Time Vision
2937,Germany,36,2013,Automobiles,WerksrÃ¤der24
2938,Germany,19,2013,Retail,Zeck Fishing
2939,Italy,13,2013,Support Services,Etesian
2940,Italy,4,2014,Retail,Utensilveneta
2941,Germany,72,1995,Construction,Augustin Bau
2942,Italy,17,1983,Industrial Goods,PoLo Glass
2943,France,5,2010,Technology,Nexindep
2944,UK,70,2008,Technology,FOD Mobility Group
2945,Italy,60,2007,Energy,Selferg
2946,Germany,28,2012,Telecoms,GfiD
2947,Germany,48,2000,Construction,Best IT
2948,Italy,11,2014,Support Services,Phoenix Esd
2949,Germany,20,2010,Technology,doIT solutions
2950,Lithuania,94,2012,Ecommerce,Poppri Fashion Auctions
2951,Germany,26,2011,Transport,isg Express Logistik
2952,Italy,21,2006,Retail,House To House
2953,Italy,16,2008,Food & Beverage,Mapo
2954,UK,194,2008,Automobiles,Vizion Network
2955,UK,66,2017,Law,Beyond Law Group*
2956,Italy,70,2014,Telecoms,Gantel
2957,France,10,2011,Support Services,Digilinx
2958,Sweden,7,2010,Travel & Leisure,Tripx Travel
2959,Germany,14,2014,Transport,EDA Warehousing
2960,Germany,90,2013,Telecoms,BPV
2961,Italy,26,2011,Industrial Goods,Teo.Rema
2962,France,29,2008,Construction,Agence Renov Design
2963,Italy,12,2014,Restaurants,Centofiori
2964,France,Not found,2012,Construction,ISTER
2965,France,81,2013,Agricultural Commodities,Ultra Premium Direct
2966,Spain,24,2013,Telecoms,AFR-IX telecom
2967,Germany,65,2008,Technology,weclapp
2968,France,4,2014,Energy,Enecsol
2969,Germany,8,2009,Ecommerce,Shokes
2970,Poland,44,2010,Cyber Security,Blue energy
2971,Romania,31,2015,Cyber Security,Metaminds
2972,France,Not found,2012,Food & Beverage,FSP Creative Wine Merchants
2973,Norway,21,2015,Restaurants,Freddy Fuego
2974,France,15,2013,Retail,CâJUSTE PARIS
2975,UK,1258,2010,Telecoms,Hyperoptic
2976,Sweden,146,2009,Technology,Epidemic Sound
2977,Italy,11,2012,Insurance,Bridge Insurance Broker
2978,France,44,2007,Ecommerce,SOS-accessoire
2979,Italy,59,1999,Industrial Goods,Galvanica Formelli
2980,Italy,32,2015,Management Consulting,Sidea Group
2981,Italy,35,2010,Ecommerce,Sos Tariffe
2982,France,5,2014,Retail,Secret Arts of Spirits
2983,Italy,15,2013,Beauty,Nabla Cosmetics
2984,Germany,27,2017,Construction,Hannes KÃ¶nig
2985,France,14,2015,Construction,Cogeclim Energies
2986,France,18,2014,Management Consulting,Les Causantes
2987,France,17,2012,Ecommerce,Fourniresto.com
2988,Italy,45,2001,Technology,IUNGO
2989,Germany,9,2007,Advertising,ZANATTA media group
2990,UK,20,1997,Waste management & recycling,Wastepack
2991,Portugal,45,2009,Education,SA FormaÃ§Ã£o - Simples Analises
2992,Germany,34,2013,Industrial Goods,ALLESklarDRUCK
2993,Italy,10,2004,Media,Le Fonti
2994,Germany,10,2007,Sales & Marketing,Future Marketing
2995,Italy,17,2010,Support Services,Radar Consulting Italia
2996,France,53,2014,Agricultural Commodities,Agriconomie
2997,Germany,18,2013,Energy,Bauer Energiekonzepte
2998,France,13,2014,Retail,Oxwork
2999,Germany,11,1998,Support Services,TEC Systems SystemhausÂ 
3000,Italy,3,2010,Retail,Etracom
3001,Spain,364,2014,Technology,AnyTech365
3002,Sweden,35,2010,Technology,Bygglet
3003,Germany,7,2012,Industrial Goods,Bausal
3004,Italy,9,2008,Technology,Quicklink Solutions
3005,Netherlands,30,2013,Technology,Starred
3006,UK,12,2013,Construction,Cladspray Solutions
3007,France,50,2015,Financial Services,iM Global Partner
3008,Netherlands,129,2012,Technology,Sendcloud
3009,Germany,170,2013,Support Services,ZAC Personalservice
3010,United Kingdom,33,2011,Fintech,Beeks Financial Cloud Group
3011,Italy,6,1983,Precious metals,Confinvest
3012,France,3,2012,Technology,Ethic Technology
3013,Italy,18,2014,Advertising,Noonic
3014,United Kingdom,40,2006,Technology,Speechmatics*
3015,United Kingdom,135,2011,Financial Services,Nutmeg 
3016,Italy,20,2007,Fashion,Aeffegi
3017,Italy,7,2001,Telecoms,Bomax
3018,Germany,15,2017,Retail,KK-Trade
3019,Germany,14,2016,Technology,codekunst systems
3020,Germany,12,2002,Ecommerce,aviationscouts
3021,United Kingdom,127,2010,Technology,Ensek
3022,France,50,2013,Technology,Aleysia
3023,Germany,26,2015,Retail,Marsapet
3024,Italy,40,2015,Industrial Goods,Creation Italia
3025,Italy,7,1989,Automobiles,Seren Automobili
3026,United Kingdom,167,1990,Games industry,Team17 Group
3027,Italy,16,2015,Ecommerce,Gruppo Tera
3028,Lithuania,90,2012,Ecommerce,POPPRI Fashion Auctions
3029,France,12,2006,Telecoms,Manifone
3030,France,37,2008,Technology,SKALIS
3031,Italy,14,2009,Technology,CodicePlastico
3032,Netherlands,25,2015,Technology,Cloud++
3033,Germany,90,2012,Support Services,City Control
3034,Italy,13,2010,Support Services,Inrete
3035,Italy,21,2013,Advertising,Web Stars Channel
3036,France,130,2013,Transport,Regional Express
3037,Romania,426,2005,Technology,Tremend
3038,Spain,61,2010,Technology,Doofinder
3039,Spain,4,2004,Ecommerce,Kiddus Accesorios
3040,Netherlands,34,2008,Technology,Workstreampeople (Anywhere365)
3041,France,140,2013,Technology,Digital & You
3042,Italy,28,2011,Support Services,Innovasoft
3043,Lithuania,780,2004,Technology,Hostinger
3044,Switzerland,39,2013,Sales & Marketing,Catalyx
3045,Norway,14,2011,Health,Sensocure
3046,UK,445,2013,Financial Services,FinTrU
3047,Italy,9,2012,Cyber Security,7Layers
3048,Poland,95,2013,Ecommerce,Picodi.com
3049,Italy,30,2008,Retail,Creative-Cables
3050,Bulgaria,9,2016,Sales & Marketing,Harness Code
3051,Finland,62,2013,Health,Heltti
3052,Hungary,42,2011,Telecoms,Optiwella
3053,United Kingdom,59,2006,Construction,Highwood Group
3054,Italy,17,2014,Chemicals & Pharmaceuticals,Nanoprom Chemicals
3055,Spain,49,2012,Construction,Elite
3056,Estonia,35,2015,Telecoms,Dexatel
3057,United Kingdom,32,2011,Technology,Communicate Technology
3058,Germany,25,2013,Ecommerce,mÃ¶belando
3059,Poland,119,2012,Technology,AppUnite
3060,France,141,2010,Property,SAFTI
3061,Italy,208,2012,Financial Services,Signor Prestito
3062,Spain,13,2010,Industrial Goods,Traktech Construccions Mecaniques
3063,France,108,2012,Retail,Le Petit Vapoteur
3064,France,25,2009,Technology,Arcure
3065,France,7,2006,Retail,Eskalia et Nakupenda
3066,France,11,2014,Retail,Happy Bulle
3067,Bulgaria,109,2012,Technology,Accedia
3068,Bulgaria,52,2012,Technology,B EYE EOOD
3069,Spain,29,2011,Construction,Greico ConstrucciÃ³n Y RehabilitaciÃ³n
3070,Germany,12,2006,Transport,LGX Logistics
3071,France,7,2010,Management Consulting,Nexindep
3072,Bulgaria,1098,2010,Technology,Bulpros Consulting
3073,Italy,23,2012,Management Consulting,Awair
3074,Germany,71,2005,Support Services,HIRSCHTEC
3075,Portugal,22,2015,Industrial Goods,Polipop
3076,Germany,48,2012,Health,cerascreen
3077,Portugal,13,2008,Food & Beverage,Icon Key
3078,Italy,4,2008,Energy,Glayx
3079,Italy,5,2010,Industrial Goods,Fiordelmondo Lubrificanti
3080,Italy,10,2016,Ecommerce,StampaSi
3081,Netherlands,44,2012,Education,Scribbr
3082,United Kingdom,25,2013,Sales & Marketing,Weller Media Agency
3083,United Kingdom,310,2010,Sales & Marketing,Motork
3084,Italy,67,1984,Industrial Goods,CAM
3085,France,37,2012,Media,Plug In Digital
3086,Italy,4,2013,Waste management & recycling,Consorzio Stabile Ambientemilia
3087,Croatia,61,2013,Technology,Microblink
3088,Germany,32,2009,Ecommerce,PoTec
3089,United Kingdom,5534,2004,Support Services,NIC Services Group
3090,Germany,9,2014,Ecommerce,Whiskyzone
3091,Poland,241,2009,Technology,Predica
3092,Spain,19,2009,Transport,Ocean Transport
3093,Germany,40,2009,Automobiles,Die Autowelt
3094,Germany,14,2012,Property,Arcadia Investment
3095,Italy,47,2013,Construction,Termotecnica Cavatton
3096,UK,75,1997,Energy,Serinus
3097,Spain,42,2010,Ecommerce,Bladefar
3098,United Kingdom,612,1989,Property,SDL Group
3099,France,19,2012,Games industry,Plug In Digital
3100,Germany,75,2007,Technology,thinkout IT
3101,Germany,50,2009,Financial Services,DEMV Deutscher Maklerverbund
3102,Spain,221,1996,Energy,STI Norland
3103,Italy,10,2016,Ecommerce,Yocabe
3104,Spain,81,2013,Technology,Kernel Analytics
3105,Italy,25,2012,Retail,Babe
3106,Romania,83,2010,Support Services,Universum Events
3107,Germany,76,2011,Technology,HD Elektrotechnik
3108,Italy,9,2017,Technology,Engenie Group
3109,France,31,2012,Travel & Leisure,Yescapa
3110,Germany,25,2013,Support Services,ADNP GmbH
3111,Germany,59,2014,Support Services,JR Service
3112,France,64,2016,Support Services,Groupe N.A.T
3113,Italy,5,2015,Media,La Sarraz Pictures
3114,Italy,13,1994,Sales & Marketing,Genius Progetti
3115,Italy,14,2012,Food & Beverage,Antigua Tazzadoro
3116,Germany,18,2012,Technology,fleXstructures
3117,Spain,36,2014,Energy,Dagar Technologies
3118,Germany,9,2016,Retail,Smart-Planet
3119,Italy,49,2015,Management Consulting,Sidea Group
3120,Spain,3,2015,Personal & Household Goods,Sierra Paper
3121,Italy,8,2007,Food & Beverage,Carmela Di Caro
3122,France,15,2006,Technology,Manifone
3123,United Kingdom,138,2005,Food & Beverage,Fevertree Drinks
3124,France,17,2004,Retail,COUTEAUJAPONAIS.COM
3125,France,58,2010,Health,PHYSIDIA
3126,Italy,1,2011,Support Services,MG Export
3127,Germany,6,2010,Energy,ENVENDO-POWER
3128,Germany,22,2010,Health,Akademie fÃ¼r Sport und Gesundheit
3129,Germany,3,2013,Retail,Horando Deutschland
3130,Poland,79,2004,Ecommerce,"Diablochairs, Jan Nowak"
3131,Spain,37,2013,Ecommerce,Distribuciones Murshe
3132,Germany,23,2016,Management Consulting,MEERX group
3133,Italy,14,2007,Ecommerce,Giglio.comÂ 
3134,Italy,10,2013,Construction,Dgf Costruzioni. Unipersonale
3135,France,11,2013,Retail,OIKA OIKA
3136,Sweden,28,2011,Technology,Parkster
3137,France,13,2015,Ecommerce,BIOTYFULL
3138,UK,30,2006,Ecommerce,Total Tiles
3139,France,329,2010,Support Services,squad
3140,Spain,10,2015,Industrial Goods,Juan Francisco Alcazar
3141,Spain,23,2012,Technology,Astech Food Machinery
3142,Spain,51,2014,Food & Beverage,Bioksan
3143,Italy,8,2014,Ecommerce,DND Disribuzione
3144,Italy,2,2013,Retail,Deep Blue
3145,Italy,15,2011,Industrial Goods,FBG
3146,France,73,2011,Technology,Agorize
3147,Norway,118,1999,Support Services,Trippel
3148,UK,32,2013,Technology,Yourparkingspace Limited
3149,Italy,180,2009,Travel & Leisure,Piazza Hotels & Residences
3150,Germany,45,2012,Sales & Marketing,rankingCoach
3151,United Kingdom,43,2002,Technology,Celerity
3152,France,35,2012,Automobiles,Carslift
3153,Germany,11,2009,Construction,Zimmerei Nordmann
3154,Italy,13,2008,Fashion,Logomania
3155,Italy,6,2010,Telecoms,Afinna OneÂ 
3156,Italy,39,2012,Management Consulting,Tecma Solutions
3157,France,45,2011,Management Consulting,Adameo PM
3158,Germany,40,2015,Industrial Goods,SI Silicone Innovation
3159,Germany,12,2010,Retail,A.U.E. Genc Warenhandels-UG
3160,UK,262,2015,Fintech,ClearScore Technology
3161,Spain,89,2007,Construction,Gestiona Desarrollo
3162,Germany,12,2013,Retail,Zeck Fishing
3163,Italy,18,2010,Advertising,MGvision
3164,Italy,26,2015,Support Services,New General Service
3165,Germany,91,2014,Industrial Goods,emcot group
3166,United Kingdom,32,2014,Management Consulting,Mason Advisory*
3167,United Kingdom,96,2012,Technology,TVSquared
3168,Italy,28,2007,Management Consulting,Euclide
3169,France,41,2010,Construction,ANDRE RENOVATION
3170,Italy,14,2017,Industrial Goods,M.D.G. Components Unipersonale
3171,Denmark,37,2013,Fintech,Inpay
3172,Italy,14,1979,Automobiles,3C S.r.l.
3173,Italy,2,2013,Support Services,Consorzio Stabile Ambientemilia
3174,Bulgaria,22,2011,Retail,Amco-Bulgaria
3175,UK,39,2005,Personal & Household Goods,Symprove
3176,France,6,2008,Construction,Maisons Ã  Vivre
3177,Spain,6,2014,Construction,Construcciones Antedi
3178,France,229,2010,Support Services,OpenWork / Le Monde AprÃ¨s
3179,Poland,71,2012,Technology,AppUnite
3180,UK,22,2015,Technology,Tecknuovo
3181,France,217,2010,Technology,Platform.sh
3182,Bulgaria,42,2011,Fintech,Qaiware
3183,Italy,94,2011,Restaurants,C. Lounge S.R.L. Fattoria Toccaferro
3184,Germany,114,2007,Support Services,Samurai Security
3185,Spain,16,2010,Ecommerce,Bladefar
3186,Germany,46,2011,Transport,ISG Express Logistik
3187,France,25,2013,Management Consulting,Silkhom
3188,France,100,2012,Retail,Le Petit Vapoteur
3189,United Kingdom,34,2013,Technology,Grabyo
3190,Germany,41,2012,Support Services,sat. Services
3191,Italy,173,2008,Construction,Manelli Impresa
3192,Portugal,53,2009,Education,SA FormaÃ§Ã£o
3193,Italy,35,2013,Telecoms,Medinet
3194,France,5,2002,Technology,Access Protection
3195,Italy,27,2005,Cyber Security,Venticento
3196,Germany,14,2015,Industrial Goods,SM SektManufaktur
3197,Germany,31,2011,Health,Beauty Consult Deutschland
3198,UK,36,2014,Ecommerce,Housekeep
3199,Italy,552,2015,Support Services,Serenita'
3200,Germany,14,2014,Management Consulting,aflexio*
3201,Italy,112,2009,Ecommerce,Filoblu
3202,Spain,102,2011,Travel & Leisure,XML Travelgate
3203,France,2,2011,Industrial Goods,SICA
3204,Italy,8,1977,Automobiles,Finauto
3205,France,21,2009,Financial Services,AuCOFFRE.com
3206,Netherlands,24,2014,Ecommerce,Adchieve
3207,Bulgaria,35,1998,Travel & Leisure,Donau Star Bg Eood
3208,United Kingdom,139,2011,Insurance,4most Group Holdings
3209,United Kingdom,732,2002,Technology,Godel Technologies Europe
3210,UK,46,2014,Fintech,Divido
3211,Germany,17,2016,Construction,R&K Ingenieure
3212,Spain,12,2015,Food & Beverage,ONI Foods Overseas
3213,Italy,17,1995,Technology,Ate System
3214,Germany,17,2013,Support Services,ISO Recruiting Consultants
3215,Spain,39,2013,Telecoms,Comunitelia Comunicaciones
3216,UK,25,2011,Technology,Nephos Technologies
3217,UK,15,2002,Support Services,La Vida
3218,Spain,23,2013,Telecoms,AFR-IX telecom
3219,Germany,116,2011,Education,Kleine Riesen Nord
3220,France,17,2013,Construction,5M Services
3221,Italy,73,1979,Health,Ames Centro Polidiagnostico Strumentale
3222,UK,12,2012,Technology,Midstream Lighting
3223,France,2,2014,Technology,PROPULSE IT
3224,France,47,2012,Retail,CLAREO
3225,UK,101,2001,Technology,Exclaimer
3226,Germany,22,2001,Support Services,CO.NET
3227,Italy,20,2014,Construction,Air Innovation
3228,Poland,186,2007,Games industry,PCF Group
3229,Spain,30,2012,Agricultural Commodities,Additius Santa Maria
3230,Croatia,206,2005,Technology,Infinum
3231,Poland,78,2011,Advertising,Grupa TENSE
3232,Italy,27,2015,Technology,Elettronsea SocCoop
3233,Germany,40,2011,Technology,FTAPI Software
3234,France,15,2017,Telecoms,CONEXIO TELECOM
3235,Germany,8,2015,Construction,VOPRO
3236,France,50,1983,Property,Groupe Promo Gerim
3237,Sweden,163,2008,Fintech,Trustly Group
3238,Romania,58,1997,Automobiles,Deltamed
3239,United Kingdom,78,2005,Fintech,SmartCredit (SmartSearch)
3240,Germany,9,2012,Retail,Tripin
3241,Hungary,9,1996,Industrial Goods,Continental Wood Kft.
3242,Italy,45,2014,Automobiles,Energica Motor Company
3243,Germany,8,2011,Food & Beverage,artos
3244,France,116,2013,Management Consulting,KAIZEN SOLUTIONS
3245,Italy,120,2008,Energy,GeoTeam
3246,France,7,2014,Financial Services,Leascorp
3247,UK,131,2013,Advertising,Byte London
3248,France,6,2014,Food & Beverage,Ciao Gusto
3249,France,4,2012,Construction,BVS Construction
3250,France,22,2005,Games industry,Blue Orange
3251,Spain,90,2011,Fintech,Movetia Digital
3252,UK,19,2014,Management Consulting,Positive Healthcare
3253,Germany,24,2009,Construction,NRT
3254,Germany,400,2010,Energy,sonnen
3255,United Kingdom,103,2007,Fintech,Liberis
3256,Germany,8,2010,Retail,Ralph Schmolke
3257,Italy,10,2016,Property,Roomie Milano
3258,France,20,2014,Agricultural Commodities,Les Brasseurs Savoyards
3259,Spain,25,2008,Industrial Goods,Ova Projects
3260,France,19,2010,Technology,Opteamis
3261,Poland,21,2011,Ecommerce,Meblobranie.pl
3262,Romania,89,2007,Technology,Trencadis Corp
3263,France,11,2016,Technology,WORTEKS
3264,Spain,77,1985,Construction,Conrado y Asociados
3265,Italy,70,2005,Travel & Leisure,Autovia
3266,Spain,80,2002,Law,"CaamaÃ±o, Concheiro & Seoane"
3267,Spain,22,2013,Travel & Leisure,Traventia (Youbid)
3268,United Kingdom,42,2013,Sales & Marketing,Weller Media Agency (WMA)
3269,France,74,2015,Construction,REMOVE
3270,Czech Republic,27,2006,Cyber Security,Citadelo
3271,Netherlands,30,2004,Management Consulting,Supply Value
3272,Italy,17,2011,Automobiles,Podium Advanced Technologies
3273,Sweden,490,2001,Games industry,G5 Entertainment
3274,Italy,14,2007,Sales & Marketing,Digital Angels
