,company_ipo_year,company_country,company_ceo,company_founded,company_revenue,company_name
0,1980.0,USA,Tim Cook,1976.0,"2,825.00 Billion USD",APPLE
1,1986.0,USA,Satya Nadella,1975.0,"2,358.00 Billion USD",MICROSOFT CORPORATION
2,,Saudi Arabia,Amin H. Al-Nasser,1933.0,"1,889.60 Billion USD",SAUDI ARABIAN OIL COMPANY (Saudi Aramco)
3,2004.0,USA,Sundar Pichai,2015.0,"1,820.00 Billion USD",ALPHABET
4,1997.0,USA,Andy Jassy,1994.0,"1,649.00 Billion USD",AMAZON.COM
5,2010.0,USA,Elon Musk,2003.0,"1,031.00 Billion USD",TESLA
6,2012.0,USA,Mark Zuckerberg,2004.0,922.96 Billion USD,META PLATFORMS
7,,USA,Warren Buffett,1839.0,711.75 Billion USD,BERKSHIRE HATHAWAY
8,1999.0,USA,Jensen Huang,1993.0,679.00 Billion USD,NVIDIA CORPORATION
9,,Taiwan,C. C. Wei,1987.0,640.48 Billion USD,TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY (TSMC)
10,,China,Ma Huateng,1998.0,545.36 Billion USD,TENCENT
11,,USA,Jamie Dimon,2000.0,494.00 Billion USD,J P MORGAN CHASE & CO
12,,USA,Alfred F Kelly Jr,1958.0,471.63 Billion USD,VISA
13,,USA,Joaquin Duato,1886.0,457.94 Billion USD,JOHNSON & JOHNSON
14,,South Korea,"Kim Hyun Suk
Koh Dong-Jin
Kim Ki Nam",1969.0,438.84 Billion USD,SAMSUNG ELECTRONICS
15,,USA,Andrew Witty,1977.0,431.93 Billion USD,UNITEDHEALTH GROUP
16,,USA,Craig Menear,1978.0,411.02 Billion USD,HOME DEPOT
17,,France,Bernard Arnault,1987.0,409.48 Billion USD,LVMH
18,,USA,Brian Moynihan,1998.0,402.49 Billion USD,BANK OF AMERICA CORPORATION
19,,USA,Doug McMillon,1962.0,401.91 Billion USD,WALMART
20,,USA,Jon R. Moeller,1837.0,393.82 Billion USD,PROCTER & GAMBLE COMPANY
21,,China,Li Bao Fang,1999.0,382.35 Billion USD,KWEICHOW MOUTAI
22,,Switzerland,Ulf Mark Schneider,1866.0,372.72 Billion USD,NESTLE AG
23,2006.0,USA,Michael Miebach,1966.0,363.20 Billion USD,MASTERCARD
24,,Switzerland,Severin Schwan,1896.0,356.15 Billion USD,ROCHE HOLDING AG
25,2014.0,China,Daniel Zhang,1999.0,351.90 Billion USD,ALIBABA GROUP HOLDING
26,,USA,Albert Bourla,1849.0,312.75 Billion USD,PFIZER
27,1995.0,Netherlands,Peter Wennink,1984.0,307.33 Billion USD,ASML HOLDING
28,,USA,Darren Woods,1999.0,291.61 Billion USD,EXXON MOBIL CORPORATION
29,,USA,Bob Chapek,1923.0,286.88 Billion USD,THE WALT DISNEY COMPANY
30,,Japan,Akio Toyoda,1937.0,276.74 Billion USD,TOYOTA MOTOR CORPORATION
31,,USA,James Quincey,1892.0,260.59 Billion USD,COCA-COLA COMPANY
32,1990.0,USA,Chuck Robbins,1984.0,257.82 Billion USD,CISCO SYSTEMS
33,2009.0,USA,Hock E. Tan,1991.0,255.63 Billion USD,BROADCOM
34,,Netherlands,Bob van Dijk,1997.0,254.55 Billion USD,PROSUS
35,,China,Nicolas Jimenez,1984.0,252.55 Billion USD,ICBC
36,,France,Jean Paul Agon,1909.0,249.14 Billion USD,L'OREAL
37,,USA,John Donahoe,1964.0,248.46 Billion USD,NIKE
38,,USA,David A. Ricks,1876.0,248.24 Billion USD,ELI LILLY AND COMPANY
39,1986.0,USA,Shantanu Narayen,1982.0,242.99 Billion USD,ADOBE
40,,USA,Michael Wirth,1879.0,241.02 Billion USD,CHEVRON CORPORATION
41,,USA,Ramon Laguarta,1898.0,240.69 Billion USD,PEPSICO
42,,USA,Robert Ford,1888.0,239.71 Billion USD,ABBOTT LABORATORIES
43,2002.0,USA,"Ted Sarandos
Reed Hastings",1997.0,239.66 Billion USD,NETFLIX
44,,India,,,,TATA GROUP
45,,USA,Marc N. Casper,2006.0,239.22 Billion USD,THERMO FISHER SCIENTIFIC
46,2012.0,USA,Richard A. Gonzalez,2013.0,238.45 Billion USD,ABBVIE
47,,USA,W. Craig Jelinek,1983.0,237.76 Billion USD,COSTCO WHOLESALE CORPORATION
48,2001.0,Ireland,Julie Sweet,1989.0,234.50 Billion USD,ACCENTURE
49,1986.0,USA,Safra A. Catz,1977.0,233.69 Billion USD,ORACLE CORPORATION
50,,Denmark,Lars Fruergaard Jorgensen,1923.0,231.35 Billion USD,NOVO NORDISK A/S
51,,USA,Brian L. Roberts,1963.0,228.67 Billion USD,COMCAST CORPORATION
52,,USA,Hans Vestberg,1983.0,227.69 Billion USD,VERIZON COMMUNICATIONS
53,2004.0,USA,Marc Benioff,1999.0,224.88 Billion USD,SALESFORCE.COM
54,,India,Mukesh Ambani,1973.0,220.76 Billion USD,RELIANCE INDUSTRIES
55,,USA,Daniel Schulman,1998.0,220.42 Billion USD,PAYPAL HOLDINGS
56,,USA,Charles W. Scharf,1852.0,218.38 Billion USD,WELLS FARGO & COMPANY
57,,USA,Patrick P. Gelsinger,1968.0,217.34 Billion USD,INTEL CORPORATION
58,,USA,Rainer M. Blair,1969.0,211.28 Billion USD,DANAHER CORPORATION
59,,USA,Robert M. Davis,1970.0,202.83 Billion USD,MERCK & CO
60,1991.0,USA,Cristiano R. Aman,1985.0,202.06 Billion USD,QUALCOMM
61,,Switzerland,Vasant Narasimhan,1996.0,201.26 Billion USD,NOVARTIS AG
62,,China,Huiyu Tian,1987.0,199.86 Billion USD,CHINA MERCHANTS BANK
63,,USA,Chris Kempczinski,1940.0,199.56 Billion USD,MCDONALD'S CORPORATION
64,,China,Zeng Yuqun,2011.0,197.13 Billion USD,CONTEMPORARY AMPEREX TECHNOLOGY
65,,India,Rajesh Gopinathan,1968.0,193.87 Billion USD,TATA CONSULTANCY SERVICES (TCS)
66,1999.0,USA,Carol B. Tome,1907.0,189.61 Billion USD,UNITED PARCEL SERVICE (UPS)
67,,USA,John T. Stankey,1983.0,187.74 Billion USD,AT&T
68,,USA,James P. Gorman,1931.0,186.71 Billion USD,MORGAN STANLEY
69,,China,,1954.0,182.17 Billion USD,CHINA CONSTRUCTION BANK CORPORATION
70,,Netherlands,Ben van Beurden,1907.0,181.56 Billion USD,ROYAL DUTCH SHELL
71,,UK,Pascal Soriot,1999.0,178.12 Billion USD,ASTRAZENECA
72,,USA,Walter W Bettinger II,1971.0,173.44 Billion USD,THE CHARLES SCHWAB CORPORATION
73,,France,Axel Dumas,1837.0,172.04 Billion USD,HERMES INTERNATIONAL
74,,UK,Sanjiv Lamba,1879.0,171.94 Billion USD,LINDE AG
75,,USA,James L Robo,1984.0,169.55 Billion USD,NEXTERA ENERGY
76,,USA,Marvin Ellison,1921.0,169.17 Billion USD,LOWE'S COMPANIES
77,,USA,Richard K. Templeton,1951.0,165.72 Billion USD,TEXAS INSTRUMENTS
78,,USA,Lance M. Fritz,1862.0,163.79 Billion USD,UNION PACIFIC CORPORATION
79,,Australia,Mike Henry,1885.0,162.91 Billion USD,BHP GROUP
80,,Germany,Christian Klein,1972.0,162.54 Billion USD,SAP SE
81,,China,,1979.0,160.76 Billion USD,AGRICULTURAL BANK OF CHINA
82,1993.0,USA,Sasan K. Goodarzi,1983.0,160.71 Billion USD,INTUIT
83,,China,Wang Xing,2010.0,160.51 Billion USD,MEITUAN DIANPING
84,,Canada,David I. McKay,1864.0,159.75 Billion USD,ROYAL BANK OF CANADA
85,,USA,Lisa Su,1969.0,159.41 Billion USD,ADVANCED MICRO DEVICES (AMD)
86,,Japan,Kenichiro Yoshida,1946.0,156.01 Billion USD,SONY CORPORATION
87,,USA,Jacek Olczak,1847.0,154.34 Billion USD,PHILIP MORRIS INTERNATIONAL
88,,China,Ma Mingzhe,1988.0,150.12 Billion USD,PING AN INSURANCE (GROUP) COMPANY OF CHINA
89,,USA,Darius Adamczyk,1906.0,148.53 Billion USD,HONEYWELL INTERNATIONAL
90,,Canada,Bharat Masrani,1955.0,144.32 Billion USD,TORONTO-DOMINION BANK
91,,China,Wang Dongjin,1999.0,143.70 Billion USD,PETROCHINA COMPANY
92,,France,Pietro Beccari,1946.0,143.38 Billion USD,CHRISTIAN DIOR
93,2015.0,Canada,Tobias Lutke,2004.0,143.34 Billion USD,SHOPIFY
94,,Japan,Yu Nakata,1974.0,142.42 Billion USD,KEYENCE CORPORATION
95,,Ireland,Geoffrey S. Martha,1949.0,141.39 Billion USD,MEDTRONIC
96,,USA,Giovanni Caforio,1887.0,139.46 Billion USD,BRISTOL-MYERS SQUIBB COMPANY
97,,Germany,Roland Busch,1847.0,138.71 Billion USD,SIEMENS
98,,France,Patrick Pouyanne,1924.0,138.01 Billion USD,TOTALENERGIES SE
99,,USA,Karen S. Lynch,1996.0,137.54 Billion USD,CVS HEALTH CORPORATION
100,,Netherlands,Alan Jope,1929.0,137.22 Billion USD,UNILEVER GROUP
101,,USA,Mike Sievert,1994.0,137.07 Billion USD,T-MOBILE US
102,,China,Gao Yingxin,1912.0,135.64 Billion USD,BANK OF CHINA
103,1999.0,USA,Larry Fink,1988.0,135.55 Billion USD,BLACKROCK
104,,Germany,,,,SCHWARZ GROUP
105,,USA,Gregory Hayes,1934.0,135.37 Billion USD,RAYTHEON TECHNOLOGIES CORPORATION
106,,USA,Stephen Squeri,1850.0,135.07 Billion USD,AMERICAN EXPRESS COMPANY
107,,Germany,Herbert Diess,1937.0,134.25 Billion USD,VOLKSWAGEN
108,1972.0,USA,Gary E. Dickerson,1967.0,134.00 Billion USD,APPLIED MATERIALS
109,,UK,Noel Quinn,1865.0,132.94 Billion USD,HSBC HOLDINGS
110,1999.0,USA,David M. Solomon,1869.0,132.60 Billion USD,THE GOLDMAN SACHS GROUP
111,,China,Chen Lin,1998.0,132.39 Billion USD,WULIANGYE YIBIN
112,,USA,Jane Fraser,1998.0,130.53 Billion USD,CITI GROUP
113,,China,Li Yue,1997.0,130.51 Billion USD,CHINA MOBILE
114,1983.0,USA,Robert A. Bradway,1980.0,128.03 Billion USD,AMGEN
115,,USA,Susan Wojcicki,2005.0,,YOUTUBE
116,1995.0,USA,Fabrizio Freda,1946.0,127.76 Billion USD,ESTEE LAUDER COMPANIES
117,,USA,Dave Calhoun,1916.0,126.65 Billion USD,BOEING COMPANY
118,,France,Paul Hudson,1973.0,126.37 Billion USD,SANOFI
119,1992.0,USA,Laxman Narasimhan,1971.0,126.20 Billion USD,STARBUCKS CORPORATION
120,,Australia,Matt Comyn,1911.0,125.77 Billion USD,COMMONWEALTH BANK OF AUSTRALIA
121,,Hong Kong,Lee Yuan Siong,1919.0,125.62 Billion USD,AIA GROUP
122,,UK,Ivan Menezes,1997.0,123.29 Billion USD,DIAGEO
123,,USA,Tom Bartlett,1995.0,121.40 Billion USD,AMERICAN TOWER CORPORATION (REIT)
124,,USA,Jim Umpleby,1925.0,121.27 Billion USD,CATERPILLAR
125,,USA,Arvind Krishna,1911.0,120.85 Billion USD,IBM
126,2002.0,UK,Jakob Stausholm,1873.0,116.98 Billion USD,RIO TINTO GROUP
127,,USA,John C. May,1837.0,116.40 Billion USD,DEERE & COMPANY
128,2000.0,USA,Gary S Guthart,1995.0,115.85 Billion USD,INTUITIVE SURGICAL
129,,India,Sashidhar Jagdishan,1994.0,114.33 Billion USD,HDFC BANK
130,,USA,Hamid Moghadam,1983.0,113.66 Billion USD,PROLOGIS
131,2012.0,USA,Bill McDermott,2003.0,112.71 Billion USD,SERVICENOW
132,,USA,H. Lawrence Culp Jr,1892.0,111.35 Billion USD,GENERAL ELECTRIC COMPANY
133,,USA,Brian Cornell,1902.0,110.57 Billion USD,TARGET CORPORATION
134,,UK,Dame Emma Walmsley,2000.0,110.32 Billion USD,GLAXOSMITHKLINE
135,2003.0,China,Dairen Lin,1949.0,109.77 Billion USD,CHINA LIFE INSURANCE COMPANY
136,,Belgium,Michel Doukeris,2008.0,109.50 Billion USD,ANHEUSER-BUSCH INBEV
137,,USA,Thomas M. Rutledge,1993.0,109.45 Billion USD,CHARTER COMMUNICATIONS
138,,Russia,Alexey Miller,1989.0,108.15 Billion USD,GAZPROM
139,,USA,Douglas L. Peterson,1917.0,107.67 Billion USD,S&P GLOBAL
140,,France,Jean-Pascal Tricoire,1836.0,107.12 Billion USD,SCHNEIDER ELECTRIC
141,,USA,,1979.0,,INGRAM MICRO
142,,USA,,,,VANGUARD GROUP
143,,USA,Ryan Lance,1875.0,106.36 Billion USD,CONOCOPHILLIPS COMPANY
144,2014.0,China,Liu Qiangdong,1998.0,106.00 Billion USD,JD.COM
145,,USA,Sanjay Mehrotra,1978.0,105.80 Billion USD,MICRON TECHNOLOGY
146,,USA,Gail Koziara Boudreaux,2004.0,105.58 Billion USD,ANTHEM
147,2020.0,USA,Brian Chesky,2008.0,105.51 Billion USD,AIRBNB
148,,Netherlands,Guillaume Faury,1970.0,105.09 Billion USD,AIRBUS
149,,USA,,,,KOCH INDUSTRIES
150,,China,,2012.0,,BYTEDANCE
151,2017.0,Singapore,Forrest Li,2009.0,104.35 Billion USD,SEA LIMITED
152,,USA,Mike Roman,1902.0,103.70 Billion USD,3M COMPANY
153,,Germany,Oliver Bate,1890.0,103.28 Billion USD,ALLIANZ SE
154,,India,Salil Parekh,1981.0,102.72 Billion USD,INFOSYS
155,,Germany,Belen Garijo,1668.0,102.50 Billion USD,MERCK KGAA O.N.
156,,Japan,Jun Sawada,1952.0,101.57 Billion USD,NIPPON TELEGRAPH AND TELEPHONE CORPORATION
157,,Japan,Motoyuki Ii,1991.0,101.26 Billion USD,NTT DOCOMO
158,,France,Francois-Henri Pinault,1963.0,101.13 Billion USD,KERING
159,,USA,Carlos A. Rodriguez,1961.0,100.64 Billion USD,AUTOMATIC DATA PROCESSING (ADP)
160,,USA,Glenn D. Fogel,1996.0,99.97 Billion USD,BOOKING HOLDINGS
161,2013.0,USA,JUAN RAMÃN ALAIX,1952.0,99.87 Billion USD,ZOETIS
162,,USA,Kevin A. Lobo,1941.0,99.43 Billion USD,STRYKER CORPORATION
163,,USA,James D. Taiclet,1995.0,99.32 Billion USD,LOCKHEED MARTIN CORPORATION
164,,Spain,Pablo Isla,1985.0,98.66 Billion USD,INDITEX (INDUSTRIA DE DISENO TEXTIL)
165,,USA,Jim Farley,1903.0,97.67 Billion USD,FORD MOTOR COMPANY
166,,UK,Bernard Looney,1909.0,97.62 Billion USD,BP P.L.C.
167,,Australia,Paul Perreault,1916.0,97.07 Billion USD,CSL
168,,Saudi Arabia,Waleed A. Al-Mogbel,1957.0,94.93 Billion USD,AL RAJHI BANKING AND INVESTMENT CORPORATION
169,,Germany,,,,ROBERT BOSCH
170,,USA,William S. Demchak,1845.0,94.56 Billion USD,THE PNC FINANCIAL SERVICES GROUP
171,,Saudi Arabia,Yousef Al-Benyan,1976.0,94.40 Billion USD,SAUDI BASIC INDUSTRIES CORPORATION (SABIC)
172,1984.0,USA,Timothy M. Archer,1980.0,94.24 Billion USD,LAM RESEARCH CORPORATION
173,,USA,Dirk Van de Put,2012.0,94.23 Billion USD,MONDELEZ INTERNATIONAL
174,,China,,1995.0,92.26 Billion USD,BYD COMPANY
175,,Germany,Timotheus Hottges,1995.0,92.03 Billion USD,DEUTSCHE TELEKOM AG
176,2020.0,USA,Frank Slootman,2012.0,91.79 Billion USD,SNOWFLAKE
177,,USA,Billy Gifford,1985.0,91.43 Billion USD,ALTRIA GROUP
178,,Germany,Markus Duesmann,1909.0,82.15 Billion USD,AUDI AG
179,,UK,Anders Dons,,,DELOITTE
180,,France,Jean-Laurent Bonnafe,1848.0,90.46 Billion USD,BNP PARIBAS
181,,USA,Andrew Cecere,1968.0,90.45 Billion USD,U.S. BANCORP
182,2010.0,USA,Mary Barra,1908.0,90.41 Billion USD,GENERAL MOTORS COMPANY
183,,USA,,,,CARGILL
184,,Japan,Hisayuki Idekoba,1960.0,90.24 Billion USD,RECRUIT HOLDINGS
185,,Canada,Bruce Flatt,1899.0,89.97 Billion USD,BROOKFIELD ASSET MANAGEMENT
186,,Norway,Anders Opedal,1972.0,89.92 Billion USD,EQUINOR ASA
187,,UK,Jack Bowles,1902.0,89.47 Billion USD,BRITISH AMERICAN TOBACCO
188,,Germany,Ola Kallenius,1998.0,89.41 Billion USD,MERCEDEC BENZ GROUP AG
189,1992.0,USA,Daniel O'Day,1987.0,89.39 Billion USD,GILEAD SCIENCES
190,,France,Francesco Milleri,2018.0,89.05 Billion USD,ESSILOR LUXOTTICA
191,,USA,Ernie Herrman,1987.0,88.73 Billion USD,THE TJX COMPANIES
192,,USA,Vincent Roche,1965.0,88.70 Billion USD,ANALOG DEVICES
193,,Canada,Brian J. Porter,1832.0,87.96 Billion USD,BANK OF NOVA SCOTIA
194,,Japan,Toshiki Kawai,1963.0,87.40 Billion USD,TOKYO ELECTRON LIMITED
195,,Canada,TRACY ROBINSON,1918.0,87.20 Billion USD,CANADIAN NATIONAL RAILWAY COMPANY
196,,USA,William H. âBillâ Rogers Jr,1872.0,86.77 Billion USD,TRUIST FINANCIAL CORPORATION
197,2018.0,USA,Stephane Bancel,2010.0,86.71 Billion USD,MODERNA
198,,Switzerland,Evan G. Greenberg,1985.0,86.66 Billion USD,CHUBB
199,,USA,Jamie Dimon,2000.0,494.00 Billion USD,J P MORGAN CHASE & CO
200,,China,Paul Fang,1968.0,85.14 Billion USD,MIDEA GROUP
201,,USA,John G. Morikis,1866.0,84.75 Billion USD,SHERWIN-WILLIAMS COMPANY
202,,UK,,,,PRICEWATERHOUSECOOPERS
203,,Switzerland,Jerome Lambert,1988.0,84.50 Billion USD,COMPAGNIE FINANCIERE RICHEMONT SA
204,,France,Francois Jackow,1902.0,84.26 Billion USD,AIR LIQUIDE
205,,USA,Jay A. Brown,1994.0,84.16 Billion USD,CROWN CASTLE INTERNATIONAL CORPORATION
206,,Russia,Herman Gref,1991.0,83.76 Billion USD,SBERBANK OF RUSSIA
207,,USA,James M. Foote,1980.0,83.20 Billion USD,CSX CORPORATION
208,2007.0,USA,Stephen A. Schwarzman,1985.0,82.93 Billion USD,BLACKSTONE GROUP
209,2013.0,Ireland,Brenton L. Saunders,2013.0,62.84 Billion USD,ALLERGAN
210,,USA,Daniel S. Glaser,1905.0,82.71 Billion USD,MARSH & MCLENNAN COMPANIES
211,,USA,,,,PUBLIX
212,,Canada,Al Monaco,1949.0,82.22 Billion USD,ENBRIDGE
213,,Japan,Masayoshi Son,1981.0,81.22 Billion USD,SOFTBANK GROUP
214,,Germany,Bernd Montag,2015.0,81.18 Billion USD,SIEMENS HEALTHINEERS AG
215,2002.0,USA,Terrence A. Duffy,2007.0,80.88 Billion USD,CME GROUP
216,2019.0,USA,Dara Khosrowshahi,2009.0,80.53 Billion USD,UBER TECHNOLOGIES
217,,USA,Lynn Good,1904.0,80.40 Billion USD,DUKE ENERGY CORPORATION
218,,Saudi Arabia,Faisal Omar al-Sakkaf,1953.0,79.84 Billion USD,NATIONAL COMMERCIAL BANK
219,,India,,,,LIFE INSURANCE CORPORATION OF INDIA
220,,Italy,Francesco Starace,1962.0,79.77 Billion USD,ENEL
221,,China,Lv Jiajin,2007.0,79.13 Billion USD,PSBC (POSTAL SAVINGS BANK OF CHINA)
222,,China,Lei Mingshan,2002.0,78.97 Billion USD,CHINA YANGTZE POWER
223,,Japan,Hironori Kamezawa,2005.0,78.84 Billion USD,MITSUBISHI UFJ FINANCIAL GROUP
224,,Germany,Frank Appel,1995.0,78.47 Billion USD,DEUTSCHE POST AG
225,,India,,,,RELIANCE JIO
226,2011.0,USA,Samuel N. Hazen,1968.0,78.44 Billion USD,HCA HEALTHCARE
227,,Sweden,Mats Rahmstrom,1873.0,78.38 Billion USD,ATLAS COPCO AB
228,,China,,2000.0,77.72 Billion USD,CHINA PETROLEUM & CHEMICAL CORPORATION (SINOPEC)
229,,Sweden,Johan Forssell,1916.0,77.33 Billion USD,INVESTOR AB (PUBL)
230,,USA,David Cordani,1982.0,77.28 Billion USD,CIGNA CORPORATION
231,,USA,Ernest Scott Santi,1912.0,77.26 Billion USD,ILLINOIS TOOL WORKS
232,2015.0,Australia,Mike Cannon-Brookes,2002.0,76.76 Billion USD,ATLASSIAN CORPORATION
233,,USA,Michael A Mussallem,1958.0,76.36 Billion USD,EDWARDS LIFESCIENCES CORPORATION
234,,India,Sanjiv Mehta,1933.0,76.09 Billion USD,HINDUSTAN UNILEVER
235,2021.0,USA,RJ Scaringe,2009.0,76.22 Billion USD,RIVIAN AUTOMOTIVE INC
236,,Switzerland,Bjorn Rosengren,1988.0,76.04 Billion USD,ABB
237,,Russia,Igor Sechin,1993.0,75.45 Billion USD,ROSNEFT OIL COMPANY
238,,Netherlands,Pieter van der,2006.0,75.41 Billion USD,ADYEN
239,2005.0,USA,Jeffrey C. Sprecher,2000.0,75.07 Billion USD,INTERCONTINENTAL EXCHANGE
240,,France,Thomas Buberl,1816.0,74.59 Billion USD,AXA
241,,Canada,Darryl White,1817.0,73.37 Billion USD,BANK OF MONTREAL
242,,India,Sandeep Bakhshi,1994.0,73.33 Billion USD,ICICI BANK
243,,Hong Kong,Nicolas Aguzin,2000.0,73.04 Billion USD,HONG KONG EXCHANGES AND CLEARING (HKEX)
244,,China,Hongjia Gong,2001.0,72.96 Billion USD,HANGZHOU HIKVISION DIGITAL TECHNOLOGY
245,,South Korea,Lee Seok-Hee,1983.0,72.83 Billion USD,SK HYNIX
246,,USA,Thomas A. Fanning,1945.0,72.75 Billion USD,THE SOUTHERN COMPANY
247,,USA,Thomas Polen,1897.0,72.44 Billion USD,BECTON DICKINSON AND COMPANY
248,,USA,James A. Squires,1982.0,72.23 Billion USD,NORFOLK SOUTHERN CORPORATION
249,,China,Pang Kang,1955.0,72.14 Billion USD,FOSHAN HAITIAN FLAVOURING AND FOOD COMPANY
250,,Spain,Jose Ignacio Sanchez Galan,1992.0,72.10 Billion USD,IBERDROLA
251,1986.0,USA,Frank Bisignano,1984.0,71.85 Billion USD,FISERV
252,,Brazil,Eduardo Bartolomeo,1942.0,71.75 Billion USD,VALE SA
253,,USA,Gary A. Norcross,1968.0,71.64 Billion USD,FIDELITY NATIONAL INFORMATION SERVICES
254,,Japan,Yasuhiko Saito,1926.0,71.31 Billion USD,SHIN-ETSU CHEMICAL
255,,France,Bernard Charles,1981.0,71.22 Billion USD,DASSAULT SYSTEMES
256,,USA,Noel R. Wallace,1806.0,71.17 Billion USD,COLGATE-PALMOLIVE COMPANY
257,,Switzerland,Gary Nagle,1974.0,70.87 Billion USD,GLENCORE
258,,Germany,,1916.0,70.51 Billion USD,BAYERISCHE MOTOREN WERKE (BMW)
259,,Canada,Keith Creel,1881.0,70.40 Billion USD,CANADIAN PACIFIC RAILWAY
260,,UK,,,,ERNST & YOUNG
261,2000.0,Bermuda,Matthew Murphy,1995.0,70.13 Billion USD,MARVELL TECHNOLOGY GROUP
262,2018.0,China,Colin Huang Zheng,2015.0,70.06 Billion USD,PINDUODUO
263,,USA,Raj Subramaniam,1971.0,69.95 Billion USD,FEDEX CORPORATION
264,2000.0,USA,Charles J. Meyers,1998.0,69.78 Billion USD,EQUINIX
265,,Russia,Leonid Viktorovich Mikhelson,1994.0,69.39 Billion USD,NOVATEK
266,,USA,Rob Fauber,1909.0,69.23 Billion USD,MOODY'S CORPORATION
267,,USA,,2007.0,69.12 Billion USD,"LUCID GROUP, INC."
268,,Australia,Ross McEwan,1981.0,69.04 Billion USD,NATIONAL AUSTRALIA BANK
269,,Germany,,1865.0,68.99 Billion USD,BASF SE
270,,Denmark,Soren Skou,1904.0,68.83 Billion USD,A.P. MOLLER - MAERSK A/S
271,,Brazil,Roberto Castello Branco,1953.0,68.81 Billion USD,PETROLEO BRASILEIRO - PETROBRAS
272,,Germany,,,,ALDI
273,,Japan,Takashi Tanaka,1984.0,68.13 Billion USD,KDDI CORPORATION
274,,China,,2000.0,68.09 Billion USD,LONGI GREEN ENERGY TECHNOLOGY
275,,Switzerland,Mario Greco,1872.0,67.91 Billion USD,ZURICH INSURANCE GROUP AG
276,,USA,James C. Fish Jr,1968.0,67.67 Billion USD,WASTE MANAGEMENT
277,,China,,1996.0,66.97 Billion USD,NONGFU SPRING
278,,Ireland,Craig Arnold,1911.0,66.91 Billion USD,EATON CORPORATION
279,,China,Ding Lei,1997.0,66.90 Billion USD,NETEASE
280,,Japan,Koji Arima,1949.0,66.75 Billion USD,DENSO CORPORATION
281,2014.0,Switzerland,Ralph Hamers,1998.0,66.67 Billion USD,UBS GROUP AG
282,2017.0,USA,Evan Spiegel,2011.0,66.58 Billion USD,SNAP INC
283,,China,"Doyle Mitchell, Jr.",1988.0,66.41 Billion USD,INDUSTRIAL BANK
284,,Mexico,Daniel Hajj Aboumrad,2000.0,66.20 Billion USD,AMERICA MOVIL
285,,Indonesia,Jahja Setiaatmadja,1957.0,66.01 Billion USD,PT BANK CENTRAL ASIA TBK
286,,USA,Seifi Ghasemi,1940.0,65.93 Billion USD,AIR PRODUCTS AND CHEMICALS
287,,USA,Christophe Beck,1923.0,65.87 Billion USD,ECOLAB
288,1994.0,USA,Richard Fairbank,1994.0,65.84 Billion USD,CAPITAL ONE FINANCIAL CORPORATION
289,,Japan,Jun Seki,1973.0,65.39 Billion USD,NIDEC CORPORATION
290,,Japan,Masanori Togawa,1924.0,65.36 Billion USD,DAIKIN INDUSTRIES
291,2015.0,USA,Jack Dorsey,2009.0,65.29 Billion USD,BLOCK INC
292,,Singapore,Piyush Gupta,1968.0,65.12 Billion USD,DBS GROUP HOLDINGS
293,,USA,,2009.0,,WHATSAPP
294,,China,Yang Jiping,1995.0,64.99 Billion USD,CHINA SHENHUA ENERGY COMPANY
295,,USA,Robert M. Blue,1983.0,64.96 Billion USD,DOMINION ENERGY
296,1991.0,USA,Leonard Schleifer,1988.0,64.93 Billion USD,REGENERON PHARMACEUTICALS
297,,Netherlands,Carlos Tavares,2021.0,64.80 Billion USD,STELLANTIS N.V
298,,USA,Tricia Griffith,1937.0,63.81 Billion USD,PROGRESSIVE CORPORATION
299,,China,,1954.0,63.57 Billion USD,CHINA TOURISM GROUP DUTY FREE CORPORATION LIMITED
300,,Taiwan,Rick Tsai,1997.0,63.35 Billion USD,MEDIATEK
301,1980.0,USA,Richard P. Wallace,1997.0,63.21 Billion USD,KLA CORPORATION
302,,USA,Kathy Warden,1994.0,63.00 Billion USD,NORTHROP GRUMMAN CORPORATION
303,2015.0,Italy,BENEDETTO VIGNA,1947.0,62.96 Billion USD,FERRARI
304,,Mexico,Guilherme Loureiro,1952.0,62.57 Billion USD,WAL-MART DE MEXICO
305,,USA,Chano Fernandez,2005.0,62.56 Billion USD,WORKDAY
306,,China,,1991.0,62.48 Billion USD,SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS
307,,USA,Joseph D. Russell Jr,1972.0,62.41 Billion USD,PUBLIC STORAGE
308,,India,Sashidhar Jagdishan,1994.0,62.40 Billion USD,HDFC
309,,USA,Gregory C. Case,1982.0,62.31 Billion USD,AON
310,,UK,Laxman Narasimhan,1823.0,62.30 Billion USD,RECKITT BENCKISER GROUP
311,,India,Sanjiv Bajaj,2007.0,61.95 Billion USD,BAJAJ FINANCE
312,,USA,Richard Adkerson,1988.0,61.50 Billion USD,FREEPORT-MCMORAN
313,,Spain,Jose Antonio Alvarez,1857.0,61.03 Billion USD,BANCO SANTANDER
314,2021.0,USA,Brian Armstrong,2012.0,60.85 Billion USD,"COINBASE GLOBAL, INC"
315,,Sweden,Martin Lundstedt,1927.0,60.85 Billion USD,AB VOLVO
316,,France,Xavier Huillard,1899.0,60.65 Billion USD,VINCI
317,,France,Alexandre Ricard,1975.0,60.06 Billion USD,PERNOD RICARD
