country,employees,founded,industry,link,name,revenue
Germany,10,2015,Retail,https://www.vpace.de/,VPACE Bikes,"2,643,580"
France,20,2015,Construction,http://www.opna.fr,OPNA,"2,206,526"
United Kingdom,21,2012,Advertising,http://www.agency2.co.uk/,Market Making (agency:2),3.6
Germany,35,2013,Technology,https://www.dein-stellplatz.de/,Dein Stellplatz,2.58
Spain,6,2014,Sales & Marketing,https://www.tooltester.com/en/,Tooltester,"3,646,507"
UK,5,2012,Retail,https://www.ncmauctions.co.uk,Nathaniel Carter & Mcskelly Auctioneers,"2,886,378"
France,19,2013,Construction,https://www.coanda.fr,Coanda Energies,1.9
United Kingdom,34,2010,Automobiles,https://www.lazerlamps.com/,Lazer Lamps,5.52
Estonia,7,2015,Energy,https://bunkerpartner.eu/,Bunker Partner,"101,726,265"
UK,79,2015,Financial Services,https://glas.agency,GLAS*,"32,240,770"
Czech Republic,577,2012,Retail,https://www.zoot.cz,ZOOT Group,37.5
France,10,2010,Support Services,https://www.awinsi.com/,Awinsi Technologies,2.09
France,130,2006,Ecommerce,https://www.tikamoon.com/,Tikamoon,"56,122,322"
Germany,24,2012,Property,https://www.dusapro.de,DUSAPRO Immobilien,"35,187,650"
Germany,110,1991,Automobiles,https://www.lbbz.de,LBBZ,25.5
Hungary,90,2006,Fashion,https://www.nanushka.com/,Nanushka International,8.28
Croatia,8,2013,Advertising,https://www.stardigitalgroup.com/,S.T.A.R. Digital,"3,211,868"
UK,62,2011,Fintech,https://www.fundingoptions.com/,Funding Options,"5,922,043"
France,11,2012,Technology,https://www.phenisys.com,Phenisys,"3,331,521"
United Kingdom,180,2012,Waste management & recycling,https://www.clearabee.co.uk,Clearabee,10.6
Spain,50,2008,Energy,https://www.edfsolar.es/,"Energía, Innovación y Desarrollo Fotovoltaico",13.16
United Kingdom,28,2011,Technology,https://branchspace.com/,Branchspace,2.72
Italy,14,2014,Health,https://www.isimed.it/,Isimed,"4,828,920"
Switzerland,195,2008,Technology,https://www.sonarsource.com/,"Sonar, SonarQube, SonarCloud, SonarLint","83,632,640"
UK,96,2006,Technology,https://www.speechmatics.com,Speechmatics,"4,954,044"
Spain,11,2011,Travel & Leisure,https://www.tixalia.com,Tixalia Worldwide,5.6
Italy,9,2004,Technology,http://www.bopen.it/,B-Open Solutions,1.51
Germany,30,2016,Support Services,https://www.hermannscherer.com/,Scherer,"4,285,766"
Bulgaria,49,2012,Travel & Leisure,https://easycarsbg.com,Easyrent Bulgaria,"3,070,355"
Germany,171,2013,Ecommerce,https://www.gastro-hero.de,Gastrohero,42.3
Lithuania,25,2007,Construction,http://www.incorpus.lt/en,UAB Incorpus,2.79
Italy,24,2002,Support Services,https://mycroclean.com/,Mycroclean Italia,"3,366,730"
Ireland,3,2011,Technology,https://www.snigel.com,Snigel Web Services,"20,568,181"
France,25,2012,Support Services,https://www.satistt.fr,Satis TT,14.0
Germany,39,2014,Industrial Goods,https://aconity3d.com/,Aconity3D,5.76
Italy,16,2015,Ecommerce,https://www.piscor.com/,Piscor,"4,842,410"
Italy,43,2014,Restaurants,http://www.cominciadazero.com,Zero,"4,088,287"
Poland,90,2012,Technology,https://www.codete.com,Codete,3.7
Romania,60,2007,Technology,https://www.bittnet.ro/,Bittnet Systems,10.99
Italy,3,2016,Automobiles,https://www.marwincar.com/,Marwincar,"5,083,140"
Germany,8,2016,Technology,https://www.one-unity.de,One Unity Consulting,"1,725,602"
Spain,19,2012,Technology,https://www.astech.es,Astech Food Machinery,2.1
Czech Republic,15,2013,Energy,http://www.nanosun.cz/,nanosun,6.05
UK,1038,1993,Travel & Leisure,https://www.brightonandhovealbion.com/,Brighton & Hove Albion Football Club,"148,505,285"
Poland,302,2012,Food & Beverage,https://etnocafe.pl,Etno Cafe,"7,017,741"
France,280,2011,Support Services,https://www.davricourt.com,Davricourt,26.3
United Kingdom,19,2015,Games industry,https://genbadigital.com/,Genba Digital,17.04
Bulgaria,60,2015,Transport,https://inpe.bg/,INPE Transport,"1,816,274"
Italy,149,2015,Support Services,https://www.cemirsecurity.it,Cemir Security,"2,554,061"
Poland,100,2013,Technology,https://www.grupaabsolvent.pl,Absolvent.pl,2.9
Czech Republic,65,2014,Support Services,https://www.goodcall.eu/,GoodCall,3.82
Poland,773,2013,Technology,https://www.rtbhouse.com/,RTB House,"191,601,076"
Sweden,123,2014,Ecommerce,https://www.matsmart.se,Matsmart in Scandinavia,"35,029,197"
Slovakia,35,2008,Technology,https://www.instarea.com,Instarea,2.7
Spain,26,2015,Food & Beverage,http://dairylac.es/,Dairylac,18.26
France,38,2010,Media,https://obiz-concept.fr/,Obiz,"15,377,000"
France,85,2010,Management Consulting,https://sharpteam.fr,Sharpteam,"4,642,200"
Spain,62,2007,Health,https://www.atryshealth.com,Atrys Health,6.0
France,23,2014,Media,https://www.onzeair.com/,ON ZE AIR,1.64
Italy,70,2012,Technology,https://www.vmway.it/,VmWay,"15,901,220"
UK,218,2009,Financial Services,https://www.gohenry.com/uk,gohenry,"14,563,089"
Germany,8,2002,Automobiles,https://www.streetec.net,Streetec,2.9
Poland,10,2012,Support Services,http://www.pomorskaplatformapracy.pl/,Pomorska Platforma Pracy,3.11
Poland,12,2009,Media,https://www.legimi.pl/,Legimi,"7,007,093"
Italy,4,2015,Health,https://www.multix-trolley.com,Multix Solutions,"3,800,000"
Norway,42,2011,Technology,https://www.bakkenbaeck.com,Bakken & Bæck,6.5
Italy,9,2012,Financial Services,https://www.financialclab.it./,Financial Consulting Lab,2.28
Germany,11,2011,Retail,https://www.msgbeauty.de/,MSG Beauty,"2,910,737"
Greece,45,2014,Technology,https://convertgroup.com,Convert Group,"1,712,649"
Italy,6,2013,Transport,https://www.sgbholding.it,Iniziative Comuni,9.7
France,20,2012,Construction,https://www.mooredesign.fr/,MOORE,18.16
Germany,11,2014,Retail,https://www.leogra.de/,Leogra Trading,"5,078,464"
Germany,4,2014,Automobiles,https://autosalon-hh.de,A.S.H. Automobile,"2,196,630"
France,115,2012,Media,https://www.sublime.xyz,Sublime,23.6
Italy,6,2010,Energy,http://www.treesystem.it/,Treesystem,6.04
Italy,32,2012,Technology,https://www.benefind.it/,Benefind,"2,262,490"
Norway,9,2015,Food & Beverage,https://brewshop.no,Brewhouse,"3,392,621"
France,4,2003,Media,https://www.worso.com,Les Films du Worso,6.0
France,360,2012,Management Consulting,http://audensiel.com/,Audensiel,26.85
Italy,13,2017,Support Services,https://www.aboilgaservice.com/,AB Oil & Gas Service,"2,310,000"
Germany,175,2012,Retail,https://www.innovamaxx.de,InnovaMaxx,"46,216,300"
Germany,11,2010,Support Services,https://www.d-level.de,D-Level,2.1
Finland,31,2015,Technology,https://www.basemark.com/,Basemark,2.60
Spain,23,2013,Technology,https://mailtrack.io/en/,Mailtrack,"3,445,698"
Italy,33,2013,Technology,https://www.agilelab.it,Agile Lab,"4,974,563"
France,55,2010,Support Services,https://www2.attestationlegale.fr,Attestation Légale,4.6
Italy,6,2014,Advertising,https://www.synapsy.events/,Synapsy,7.30
UK,33,2013,Fintech,https://www.bumper.co.uk/,Bumper,"3,394,214"
Italy,39,2013,Pharmaceuticals,https://www.offhealth.it,Offhealth,"11,078,113"
Germany,12,2013,Pharmaceuticals,https://www.instillo.de,Instillo,1.9
France,29,2010,Sales & Marketing,https://www.obiz.fr/,OBIZ CONCEPT,5.27
Germany,46,2015,Health,https://www.online-trainer-lizenz.de/,OTL - Online Trainer,"6,607,564"
Italy,30,2015,Agricultural Commodities,http://n/a,Sicilnaturabio,"2,960,000"
Poland,100,2012,Technology,https://www.tsh.io,The Software House,3.3
Poland,12,2008,Education,https://www.edubroker.pl/,Edubroker,3.84
Italy,17,2014,Support Services,https://www.macingo.com/,Macingo Technologies,"1,601,000"
Italy,5,2012,Travel & Leisure,https://www.sandsrl.it,Sand,"4,819,300"
Netherlands,34,2011,Technology,https://www.wearereasonablepeople.nl,WeAreReasonablePeople,3.0
Germany,17,2013,Automobiles,https://www.werksraeder24.de/,Werksräder24,6.06
Germany,210,2014,Retail,https://de.mycs.com/,MYCS,"39,355,846"
UK,47,2008,Technology,http://fleetondemandgroup.com,Fleetondemand,"16,408,557"
Germany,8,2013,Food & Beverage,https://www.dreissigacker-wein.de,Dreissigacker Wein,2.2
Italy,3,2014,Advertising,https://www.upgrademedia.it/,Upgrade,2.96
Germany,92,2008,Advertising,https://audienceserv.com/,Audience Serv,"6,107,018"
Italy,4,2015,Telecoms,https://master-dealer.it,Master Group,"3,108,382"
Spain,3,2011,Pharmaceuticals,https://www.cobapharma.com,Cobapharma,3.1
Italy,6,1982,Construction,https://www.edilbiangi.it/,Edilbiangi,3.66
Germany,950,2011,Support Services,https://www.kbs-group.de/,KBS Group,21.90
Italy,8,2012,Telecoms,https://www.startinfo.it/,Start,"3,769,100"
Italy,89,2011,Energy,https://www.pltenergia.it,Gruppo Plt Energia,"45,617,898"
France,1,2011,Industrial Goods,https://www.sica-up.com,SICA SAS,13.5
Germany,108,2011,Industrial Goods,https://www.bam.group/,BAM GmbH,3.16
The Netherlands,29,2010,Sales & Marketing,https://www.mvhmedia.nl/,MvH Media,"2,391,654"
France,55,2012,Transport,https://www.dw-trans.fr,Dw Trans,"6,802,086"
Norway,7,2013,Travel & Leisure,https://www.becuriou.com,beCuriou AS,4.6
Poland,15,2015,Industrial Goods,https://fokuspremium.eu/,Fokus Premium*,13.54
France,2,2010,Ecommerce,https://www.pure-gaming.fr/,PURE GAMING,"6,984,956"
Germany,33,2015,Industrial Goods,https://www.silicone-innovation.com,SI Silicone Innovation,"2,412,300"
Germany,11,2010,Precious metals,https://www.valvero.de,Valvero Sachwerte,10.6
Netherlands,125,2009,Travel & Leisure,https://www.vanmoof.com/nl_nl/,VanMoof Global Holding,10.70
UK,8,1998,Transport,https://parcelcompare.com/,Parcel Compare,"9,085,936"
Italy,18,2012,Support Services,https://www.maxxiengineering.it,Maxxi Engineering,"2,428,004"
Germany,42,1977,Support Services,https://www.bsb-gruppe.de,B.S.B. Ingenieurgesellschaft,2.4
United Kingdom,91,2010,Interiors,https://www.stiltz.co.uk/,Stiltz,16.64
Italy,81,1979,Health,https://www.centroames.it/,Ames Centro Polidiagnostico Strumentale,"40,391,360"
Germany,230,2012,Health,https://www.helfende-franken.de,Helfende Franken gemeinnützige,"4,576,000"
Spain,39,2014,Sales & Marketing,https://www.inboundcycle.com,Inboundcycle,1.8
United Kingdom,101,2010,Aerospace & Defence,https://www.aerfin.com/,AerFin,95.31
France,23,2009,Food & Beverage,https://www.francebieres.fr/,France Bières,5.12
Italy,6,2016,Energy,https://www.arcadia-italia.com/,Arcadia Italia,"3,249,140"
UK,43,2016,Restaurants,https://zialucia.com/,Zia Lucia,"4,853,930"
France,3,2015,Interiors,http://www.maginta.fr,Maginta,"1,724,629"
Italy,16,2006,Media,https://www.sassijunior.com,Sassi Editore,4.9
Germany,35,2012,Construction,https://www.stebu-geruestbau.de/,STEBU,4.07
Italy,37,1952,Construction,http://www.travaglinicostruzioni.it/,Travaglini Costruzioni,"4,603,740"
Spain,167,2011,Technology,https://www.marfeel.com,Marfeel Solutions,"23,436,895"
Italy,24,2014,Support Services,https://www.qsgroup.it,QS Group Unipersonale,3.4
Croatia,44,2013,Technology,https://microblink.com/,Microblink,3.25
Italy,7,2015,Advertising,https://www.omniagroupsrl.com/,Omnia Group*,1.72
Spain,81,2008,Technology,https://www.versades.com/,Versa Design Zycle,"9,501,888"
Italy,9,2014,Interiors,https://www.stufeapelletitalia.com,Stufe A Pellet Italia,"2,215,967"
Romania,183,2005,Technology,https://www.tremend.com,Tremend Software Consulting,6.0
France,18,2009,Food & Beverage,Not found,France Bieres,3.1
Germany,92,1997,Transport,https://www.versandmanufaktur.de/,Versandmanufaktur,4.90
Germany,15,2016,Construction,https://www.maucherconsult.com/,MAUCHER CONSULT,"1,952,000"
Italy,137,2015,Technology,https://www.ayesconsulting.com/,Ayes,"10,827,070"
Italy,8,2016,Pharmaceuticals,https://lattebebeonline.com,Latte Bebe',"2,800,799"
Germany,42,2009,Health,https://www.symbioun.de,symbioun e.V.,2.2
Italy,67,2005,Travel & Leisure,https://www.autovia.it/,Autovia,39.00
France,48,2004,Management Consulting,https://www.mc-conseil.fr/,MC Conseil,21.12
Italy,5,2016,Advertising,https://www.brandupgroup.it/,BrandUp Group,"2,718,640"
Italy,19,2012,Financial Services,https://www.borsadelcredito.it/,Opyn,"4,168,220"
France,19,2016,Management Consulting,http://www.schroderaida.com,Schroder Aida,"8,782,602"
Italy,11,2011,Energy,https://www.wellynx.com,Wellynx,1.8
Italy,8,2015,Industrial Goods,http://www.intellienergy.it/,Intellienergy,2.03
France,328,2009,Financial Services,https://www.younited-credit.com/,Younited Credit,25.30
UK,8,2014,Financial Services,https://www.varcapital.co.uk/,VAR Capital,"2,132,001"
UK,25,2017,Technology,https://storyterrace.com/,StoryTerrace,"2,843,048"
Italy,12,2015,Ecommerce,https://www.gruppotera.com,Gruppo Tera,"12,972,409"
Italy,27,2013,Technology,https://www.hifuture.eu,HiFuture,2.8
United Kingdom,26,2012,Telecoms,https://www.unifyus.com/,Unify Communications,6.48
Sweden,44,2012,Media,https://de.readly.com/,Readly International,18.98
Slovenia,22,2009,Technology,https://www.blubit.si/,Blubit,"2,964,852"
Italy,209,2010,Transport,https://www.megatrasporti.com,Mega Trasporti,"6,430,926"
Italy,33,2014,Technology,https://www.doit.zone,Doit,"2,500,000"
Spain,7,2013,Agricultural Commodities,Not found,Comcertrans,7.9
France,295,2011,Management Consulting,https://www.goconcept.com/,Go Concept,18.45
France,9,2014,Insurance,https://www.zen-up.com/,ZEN’UP,"1,891,361"
Germany,25,2001,Construction,https://www.loercher-gmbh.de/,Lörcher Bauunternehmen,"3,932,792"
Norway,72,2008,Technology,https://airthings.com,Airthings,"14,158,042"
United Kingdom,220,2012,Restaurants,https://www.flatironsteak.co.uk,Flat Iron Steak,13.7
Germany,25,2010,Health,https://www.original-dermaroller.de/,Dermaroller,15.13
The Netherlands,62,2010,Architecture,https://barcodearchitects.com/,Barcode Architects,"4,851,997"
Slovenia,6,2005,Construction,http://www.fit-sport.si,FS Group,"5,521,490"
Italy,39,2013,Advertising,https://velvetmedia.it/en,Velvet Media Italia,1.8
Finland,12,2014,Travel & Leisure,https://www.axopar.fi/,Axopar Boats,42.50
France,27,2002,Retail,https://www.topchaleur.com/,TOP CHALEUR,"7,260,096"
Germany,48,2013,Retail,https://www.camping-kaufhaus.com/,Camping-Kaufhaus.com,"18,081,000"
United Kingdom,64,2000,Property,https://www.cussins.com,Cussins (North East),25.5
United Kingdom,168,2012,Fintech,https://www.currencycloud.com/,The Currency Cloud Group,23.00
Italy,160,1999,Construction,https://www.seingim.it/,Seingim,"13,479,380"
Italy,57,2013,Automobiles,https://www.dottorgrandine.com,Doctor Hail,"15,287,221"
Portugal,4,2012,Retail,https://www.g27.eu,Greatest Distance,13.6
Italy,91,2012,Support Services,https://www.e-novia.it/,E-Novia,8.41
UK,49,2008,Construction,https://www.amphibianscaffolding.co.uk/,Amphibian Scaffolding,"4,011,415"
Germany,41,2015,Construction,https://www.thermatik.de,Thermatik Anlagenbau Berlin,"4,886,400"
Germany,8,2013,Food & Beverage,Not found,Freshland,3.2
Norway,18,2013,Construction,http://www.keroc.no/,KEROC,2.20
Germany,198,2010,Advertising,https://www.dcmn.com/,DCMN,85.09
Liechtenstein,551,2009,Ecommerce,https://www.beliani.ch/,Beliani,"93,438,770"
Sweden,45,2011,Ecommerce,https://hatstore.se/,Hatstore,"17,453,187"
Estonia,7,2015,Energy,https://www.bunkerpartner.eu,Bunker Partner,"78,924,555"
Germany,6,2011,Transport,https://www.velofactur.de,VELOfactur,2.3
France,15,2015,Construction,Not found,FPTP,3.28
Italy,7,2012,Energy,https://www.igwsrl.com/,IGW,3.64
Italy,27,2006,Construction,https://www.carpenteriamartino.com/,Carpenteria Martino,"9,719,750"
UK,147,2012,Fintech,https://www.capitalontap.com/en/,CapitalOnTap,"82,238,372"
Italy,15,2013,Industrial Goods,https://www.frg.eu.com,Frg,"1,888,827"
Italy,23,1998,Automobiles,https://www.citymotors.it,City Motors,25.4
Bulgaria,84,2004,Food & Beverage,https://www.bulchicken.com/,Bulchicken JSC,6.63
Germany,11,2013,Property,https://www.halsdorfer-ingenieure.de/,halsdorfer + ingenieure projekt,11.74
Poland,637,2008,Technology,https://netguru.com/,Netguru,"34,677,235"
Germany,18,2015,Technology,https://awesome-software.de,AWESOME! Software,"2,430,470"
Spain,75,2012,Cyber Security,https://www.aiuken.com,Aiuken Solutions,6.6
Italy,18,2013,Industrial Goods,https://www.normameccanica.com/,Norma Meccanica,2.10
Italy,7,2014,Retail,https://www.faziosrl.com/,Fazio,"3,375,810"
Italy,56,2012,Construction,http://n/a,Falcon General Contract,"5,954,170"
Italy,7,2014,Ecommerce,https://www.isuit.it,Porcamo,3.1
Switzerland,9,2013,Sales & Marketing,http://thecatalyx.com/,Catalyx,2.46
Germany,84,2010,Retail,https://www.grillfuerst.de/,Grillfürst,"38,599,408"
France,71,2014,Management Consulting,https://www.opera-energie.com,Opéra Energie,"7,390,843"
Germany,195,2006,Support Services,https://www.bxr-group.de,BXR Industrieservice,11.5
France,6,2011,Retail,https://www.joannes-distribution.fr/,Joannes Distribution,3.95
France,4,2012,Food & Beverage,https://www.mfsfrance.com/,Mediterranean Food Solutions,5.15
Italy,18,2017,Automobiles,https://www.dealernet.it/,Dealernet,"22,704,300"
Germany,57,2013,Property,https://alpha-realestate.de/,Alpha Real Estate,"119,161,137"
Germany,15,2013,Automobiles,https://www.werksraeder24.de,Werksräder24,"10,791,850"
Lithuania,24,2009,Sales & Marketing,https://www.goodone.lt,Good one,4.5
Croatia,181,2005,Technology,https://infinum.com/,Infinum,7.71
Czech Republic,16,2013,Interiors,http://www.rexy.cz/,Rexy,1.53
Belgium,74,2013,Technology,https://www.appwise.be/,Appwise,"4,546,110"
Sweden,13,2011,Technology,https://www.ombea.com,Ombea,"2,857,850"
Spain,75,2011,Ecommerce,https://www.deporvillage.com,Deporvillage,34.5
Latvia,25,2015,Advertising,http://wknd.lv/lv/,WKND,1.91
Italy,5,2012,Property,Not found,Aura,10.69
Greece,55,2014,Technology,https://convertgroup.com/,Convert Group,"2,789,489"
France,39,2010,Sales & Marketing,https://www.obiz.fr,Obiz Concept,"9,050,148"
Poland,58,2006,Technology,https://antsolutions.eu,ANT,4.1
France,17,2013,Media,https://www.willie-beamen.com/,WILLIE BEAMEN,8.55
Sweden,65,2013,Ecommerce,https://www.revolutionrace.se/,Revolution Race,"89,332,521"
France,40,2009,Retail,https://gong-galaxy.com/,GONG Galaxy,"11,320,706"
UK,41,2011,Support Services,https://www.improveasy.com,Improveasy,"15,815,493"
United Kingdom,113,2010,Travel & Leisure,https://www.flyvictor.com,Fly Victor,48.7
Italy,17,2013,Industrial Goods,https://www.sitemelettromeccanica.it/,Sitem Motori Elettrici,2.62
France,154,2008,Support Services,https://www.fekra-group.com/,Fekra Consulting,10.26
Italy,8,2011,Construction,https://www.gdrcostruzioni.it/,GDR Costruzioni,"1,573,480"
Italy,4,2015,Ecommerce,https://emporio-elettrico.it/,Emporio Elettrico,"1,979,050"
Italy,45,2010,Construction,https://www.gruppoglobalsistemi.it,Global Sistemi,"3,509,000"
France,3,2012,Financial Services,https://www.carfleetservices.fr,Car Fleet Services Sas,3.6
Slovakia,55,2000,Technology,https://emarkanalytics.com/,Emark,4.87
Spain,156,2014,Energy,https://resgreen.es/,Resgreen Europe,11.37
UK,87,2012,Technology,https://www.exscientia.ai/,Exscientia AI,"10,807,048"
UK,52,2009,Retail,https://www.wolfandbadger.com,Wolf & Badger,"6,489,796"
Germany,45,2011,Construction,http://www.h-j-tiefbau.de/,HJ Tiefbau,8.3
France,24,2009,Support Services,https://www.carrevolutis.com,Carrevolutis,2.0
United Kingdom,29,2014,Financial Services,https://www.isprimefx.com/,IS Prime,31.34
UK,324,2005,Fintech,https://www.featurespace.com/,Featurespace,"23,501,473"
Spain,52,2014,Pharmaceuticals,https://www.bioksan.com,Bioksan Naturalmente Juntos,"4,562,981"
Finland,Not found,2010,Restaurants,https://hangonmakaronitehdas.fi,Hangon Makaronitehdas,2.4
Italy,37,2013,Industrial Goods,https://www.almac-italia.com/,Almac,10.05
France,11,2016,Energy,https://www.xlenergies.fr/,XL ENERGIES,"8,358,760"
Spain,43,2015,Support Services,https://www.claveriaservicios.com/,Claveria,"4,715,363"
Germany,75,2014,Health,https://www.gemueseackerdemie.de,Ackerdemia,"3,462,610"
Germany,12,2000,Financial Services,https://www.statusgmbh.de,STATUS Beratungsgesellschaft,2.3
Germany,50,2014,Industrial Goods,https://www.gps-germany.com/,GPS,9.80
Germany,4,2010,Retail,https://www.timberagents.de/,Timberagents,"5,302,985"
France,30,2012,Construction,http://www.fermeture-econhome.fr/,fermeture econ’home,"1,862,632"
Italy,90,2015,Automobiles,https://gtrcarservice.com,G.T.R. Car Service,"11,509,980"
Sweden,236,2012,Pharmaceuticals,https://www.apotea.se,Apotea,156.6
Netherlands,15,2009,Retail,https://www.lacros.nl,Shinga,1.6
Germany,7,2014,Property,https://www.communis-projektbau.de/,Communis Projektbau,6.00
Sweden,70,2014,Management Consulting,https://www.nrse.se/,NRSE,"3,268,813"
Germany,12,2016,Industrial Goods,https://www.schneckenfluegel.de,C. E. Schneckenflügel,"3,128,250"
Denmark,46,2009,Technology,https://www.clever.dk,Clever,"8,894,647"
United Kingdom,62,2013,Technology,https://www.signalmedia.co,Signal Media,2.1
Greece,10,2015,Technology,https://www.novastar.com.gr/,Novastar,29.04
Germany,21,2011,Telecoms,https://www.simwert.de/,SIMWERT,"26,386,701"
UK,24,2015,Law,https://flex.legal/,Flex Legal,"4,319,146"
Germany,474,2011,Travel & Leisure,http://www.tristar.de,tristar,"61,300,000"
Poland,64,2012,Ecommerce,https://www.travelist.pl,Travelist,8.3
Poland,4,2012,Technology,http://www.itfs.pl/,ITFS,5.59
Norway,41,2010,Technology,https://www.documaster.com/,Documaster,"3,328,791"
Germany,30,2009,Construction,https://www.bgs-schulz.de,Schulz Baugesellschaft,"8,782,330"
Italy,45,1990,Industrial Goods,https://www.tormec.com,Tor.Mec Ambrosi,8.8
Italy,22,2012,Industrial Goods,https://www.general-service.eu,General Service,2.5
United Kingdom,53,2009,Telecoms,https://www.contactengine.com/,ContactEngine,7.56
Germany,4,2014,Construction,https://www.immoteam.info/,Immo-Team Allgäu,"21,974,565"
Italy,11,2013,Travel & Leisure,https://www.go4sea.com,Go4Sea,"3,188,421"
Germany,15,1991,Management Consulting,https://www.ek-cg.com,Enghofer Koch Consulting,3.5
Germany,15,2003,Technology,https://www.peterkenkel.de/,Peter Kenkel,2.30
Germany,57,2014,Financial Services,https://www.creditshelf.com/,creditshelf,"4,899,200"
UK,18,2013,Fintech,https://www.payment-assist.co.uk,Payment Assist,"4,433,604"
France,1,2009,Property,https://www.ag-invest.net,Sarl Ag Invest,"25,306,893"
United Kingdom,30,2014,Retail,https://www.theidleman.com,Idle Projects,2.0
United Kingdom,130,2006,Technology,https://www.hedgehoglab.com/,hedgehog lab,4.73
Spain,60,2012,Technology,https://www.innocv.com/,Innocv Solutions,3.96
Italy,10,2016,Food & Beverage,https://www.blifesrl.it/,Blife,"4,133,980"
Germany,34,2013,Industrial Goods,https://www.pulsar-photonics.de,Pulsar Photonics,"3,795,790"
Spain,133,2010,Architecture,https://www.aprotecnicgroup.com,Aprotecnic Group,7.2
United Kingdom,82,2009,Financial Services,https://www.alphafx.co.uk/,Alpha FX Group,26.53
Italy,31,2014,Fashion,https://www.ballerette.com/,Castel,2.30
Italy,18,2004,Technology,https://www.nohup.it/,Nohup,"4,785,480"
Sweden,76,2002,Technology,https://visagetechnologies.com,Visage Technologies,"3,847,800"
France,18,2010,Automobiles,https://www.50factory.com,50Factory,3.6
Germany,141,2000,Technology,https://www.mvise.de/,mVISE,22.53
France,57,2014,Management Consulting,https://www.thiga.co/,Thiga,8.05
Poland,56,2012,Technology,https://noctuai.com/,Noctuai,"2,443,117"
Germany,96,2013,Industrial Goods,https://www.spiegel21.de/,Ares,"14,000,000"
Poland,340,2014,Technology,https://www.seargin.com,Seargin,"16,479,320"
Germany,50,2005,Support Services,https://www.hirschtec.eu,Hirschtec,5.1
Germany,10,2015,Property,https://www.p3-pp.de/,Pekrul ProjektPartner,2.06
UK,399,2000,Ecommerce,https://www.moonpig.group/,Moonpig Group,"411,390,748"
Finland,3,2014,Automobiles,https://Www.prestigecarcenter.fi,Prestige Car Center,"6,304,063"
France,Not found,2013,Construction,https://www.fdconcept.fr,FD Concept,8.2
Germany,485,2010,Support Services,https://www.kbs-group.de,KBS Group,16.4
Italy,4,2015,Travel & Leisure,https://www.weexhibit.biz/,We Exhibit,1.79
France,242,2000,Technology,https://www.prima-solutions.com/,Prima Solutions,37.10
UK,22,2016,Financial Services,https://www.wealthclub.co.uk/,Wealth Club,"6,774,867"
France,52,2004,Management Consulting,https://Aravati.fr,Aravati,"5,890,688"
Sweden,20,2009,Technology,https://www.sleepcycle.com,Sleep Cycle,"10,255,986"
Spain,19,2012,Construction,https://www.mkpremium.com,MK Premium,14.1
Sweden,231,2015,Technology,https://www.gomspace.com/,GomSpace Group,14.95
France,25,2016,Property,https://www.factory.fr/,FACTORY,"12,609,000"
Spain,6,2016,Health,https://www.beckingredients.com/,Beck Ingredients,"7,532,293"
Germany,101,2008,Automobiles,https://www.fleetpool.de,Fleetpool,"118,527,870"
Germany,11,1994,Retail,https://tds-rietberg.de,TDS Rietberg,"3,842,090"
Austria,24,2010,Technology,https://die.socialisten.at,Die Socialisten,2.2
Spain,38,2011,Cyber Security,https://www.tarlogic.com/,Tarlogic Security,2.99
Italy,251,2012,Financial Services,https://www.signorprestito.it/,Signor Prestito,25.80
Hungary,3,2010,Management Consulting,https://mentorsandpartners.com/en/,Mentors & Partners Group,"1,822,227"
UK,50,2012,Retail,https://ooni.com,Ooni,"15,633,926"
Germany,7,2012,Chemicals,https://www.sanabio.de,SanaBio,2.4
Spain,3,2004,Ecommerce,https://kiddus.com/,Kiddus Accesorios,1.64
The Netherlands,9,2011,Ecommerce,https://www.sbsupply.nl/,SB Supply,"4,363,977"
Sweden,300,2008,Fintech,https://www.trustly.net,Trustly Group,"133,278,141"
Germany,60,2010,Food & Beverage,https://www.frechefreunde.de,Erdbär (Freche Freunde),26.4
Austria,104,2011,Technology,https://www.radarservices.com/about-us/,RadarServices Smart IT-Security,13.36
Czech Republic,24,2015,Media,https://mediaboard.com/,Mediaboard,"2,243,594"
Italy,14,1984,Interiors,https://emme-tech.it,Maxfel,"1,734,876"
France,70,2012,Support Services,https://www.avis-verifies.com,Avis Vérifiés,4.4
Germany,100,2014,Support Services,Not found,SGS Facility Management,2.55
France,80,2012,Transport,https://www.dw-trans.fr/,DW TRANS,"9,485,173"
France,20,2005,Management Consulting,https://www.opteamis.com,Opteamis,"13,107,775"
United Kingdom,699,2013,Media,https://www.cinesite.com,Comino Media,51.5
France,23,2012,Construction,https://www.mychauffage.com/,MyChauffage.com,6.46
France,4,2006,Industrial Goods,https://www.nacelexpert.com/,NACELEXPERT,"2,727,392"
Germany,91,2013,Food & Beverage,https://www.ankerkraut.de,Ankerkraut,"16,186,930"
United Kingdom,4,2009,Technology,https://www.midstreamlighting.com,Midstream Lighting,3.0
United Kingdom,242,2012,Retail,https://vpz.co.uk/,CCHG (VPZ),29.83
Germany,24,2015,Technology,https://www.fincite.de/,Fincite,2.64
Germany,31,2015,Technology,https://www.keylight.com/,keylight,"3,499,555"
Italy,13,2011,Technology,https://www.technacy.it/,Technacy,"3,059,440"
Germany,89,2014,Technology,https://www.natuvion.com,Natuvion,"20,900,000"
