,company_name,company_location
2856,ARRIVAL UK LTD,UNITED KINGDOM
2857,ARNOLDO MONDADORI EDITORE SPA,ITALY
2858,MORGAN STANLEY DERIVATIVE PRODUCTS INC.,UNITED STATES
2859,CHARGE CARS LTD,UNITED KINGDOM
2860,MONDADORI MEDIA SPA,ITALY
2861,HP INC.,UNITED STATES
2862,ADDLESHAWS LIMITED,UNITED KINGDOM
2863,MONDADORI LIBRI SPA,ITALY
2864,CHRISTIAN DIOR PERFUMES LLC,UNITED STATES
2865,ADDLESHAW GODDARD LLP,UNITED KINGDOM
2866,DISCOVERY ITALIA SRL,ITALY
2867,"MORGAN STANLEY REAL ESTATE INVESTMENT MANAGEMENT II, INC.",UNITED STATES
2868,TELEFONICA O2 HOLDINGS LIMITED,UNITED KINGDOM
2869,WERTHER INTERNATIONAL SPA,ITALY
2870,ABN AMRO HOLDINGS USA LLC,UNITED STATES
2871,O2 (UK) LIMITED,UNITED KINGDOM
2872,LOUVRE HOTELS ITALIA SRL,ITALY
2873,"MCALLISTER TOWING OF FLORIDA, INC.",UNITED STATES
2874,TELEFONICA O2 UK LIMITED,UNITED KINGDOM
2875,RENCO SPA,ITALY
2876,TMC BONDS L.L.C.,UNITED STATES
2877,THE PROGENY GROUP LIMITED,UNITED KINGDOM
2878,STF BALCKE-DUERR SRL,ITALY
2879,J.P. MORGAN INVESTMENT MANAGEMENT INC.,UNITED STATES
2880,ASCENDANT TECHNOLOGY LIMITED,UNITED KINGDOM
2881,FALCK SPA,ITALY
2882,MORGAN STANLEY INVESTMENT MANAGEMENT INC.,UNITED STATES
2883,WARWICK STREET (KSI) LLP,UNITED KINGDOM
2884,FALCK ENERGY SPA,ITALY
2885,"EAST WEST MANUFACTURING, LLC",UNITED STATES
2886,VENREX NOMINEES LIMITED,UNITED KINGDOM
2887,LES HOMMES SRL,ITALY
2888,"PRODRIVE TECHNOLOGIES, INC.",UNITED STATES
2889,VENREX IX GENERAL PARTNER LIMITED,UNITED KINGDOM
2890,UNIVERSITA' DEGLI STUDI DI VERONA,ITALY
2891,WNS NORTH AMERICA INC.,UNITED STATES
2892,VENREX ABC I NOMINEES LIMITED,UNITED KINGDOM
2893,NICE SPA,ITALY
2894,"CINEMARK USA, INC.",UNITED STATES
2895,VENREX ABC I GENERAL PARTNER LIMITED,UNITED KINGDOM
2896,CAMOZZI DIGITAL SRL,ITALY
2897,AMAZON.COM SERVICES LLC,UNITED STATES
2898,ABB LIMITED,UNITED KINGDOM
2899,TELEPASS SPA,ITALY
2900,AMAZON.COM.INDC LLC,UNITED STATES
2901,NETSCOUT SYSTEMS (UK) LIMITED,UNITED KINGDOM
2902,ERICSSON IT SOLUTIONS & SERVICES SPA,ITALY
2903,AMAZON STUDIOS LLC,UNITED STATES
2904,NETSCOUT SYSTEMS UK HOLDINGS LIMITED,UNITED KINGDOM
2905,BANCA SELLA HOLDING SPA,ITALY
2906,"MICROSOFT ONLINE, INC.",UNITED STATES
2907,ASCENTIAL EVENTS (EUROPE) LIMITED,UNITED KINGDOM
2908,BANCA SELLA SPA,ITALY
2909,DPS HOLDINGS INC.,UNITED STATES
2910,CHELL INSTRUMENTS LIMITED,UNITED KINGDOM
2911,FABRICK SPA,ITALY
2912,"SANHUA INTERNATIONAL, INC.",UNITED STATES
2913,SIRIUSPOINT INTERNATIONAL INSURANCE CORPORATION (PUBL),UNITED KINGDOM
2914,HYPE SPA,ITALY
2915,"BERTELSON BROTHERS, INC.",UNITED STATES
2916,THE MERCHANTS GROUP LIMITED,UNITED KINGDOM
2917,IKEA PURCHASING SERVICES ITALY SRL,ITALY
2918,VAYNERMEDIA LLC,UNITED STATES
2919,INDEPENDENT TALENT GROUP LIMITED,UNITED KINGDOM
2920,IKEA ITALIA RETAIL SRL,ITALY
2921,"SHORE CAPITAL PARTNERS, LLC",UNITED STATES
2922,INDEPENDENT BUILDERS MERCHANT GROUP LIMITED,UNITED KINGDOM
2923,21 INVEST SPA,ITALY
2924,SONY PICTURES ENTERTAINMENT INC.,UNITED STATES
2925,GRAVITY GLOBAL PERFORMANCE MARKETING LTD,UNITED KINGDOM
2926,VERALLIA ITALIA SPA,ITALY
2927,SONY PICTURES HOME ENTERTAINMENT ONLINE INC.,UNITED STATES
2928,ERNEST JACKSON & CO. LIMITED,UNITED KINGDOM
2929,VODAFONE ENTERPRISE ITALY SRL,ITALY
2930,"TFS ENERGY SOLUTIONS, LLC",UNITED STATES
2931,BONHAMS 1793 LIMITED,UNITED KINGDOM
2932,SHELL ITALIA E&P SPA,ITALY
2933,"DSM BIOMEDICAL, INC.",UNITED STATES
2934,BRITISH SUGAR PLC,UNITED KINGDOM
2935,BMW ITALIA RETAIL SRL,ITALY
2936,GOLDMAN SACHS GLOBAL HOLDINGS L.L.C.,UNITED STATES
2937,AB SUGAR LIMITED,UNITED KINGDOM
2938,MARPOSS SPA,ITALY
2939,"CITIGROUP GLOBAL MARKETS, INC.",UNITED STATES
2940,SUEZ RECYCLING AND RECOVERY UK LTD,UNITED KINGDOM
2941,MARPOSS SPA,ITALY
2942,"GLOBAL MARINE HOLDINGS, LLC",UNITED STATES
2943,WCS SERVICES LIMITED,UNITED KINGDOM
2944,C & C. SRL,ITALY
2945,"OAK HILL ADVISORS, L.P.",UNITED STATES
2946,CENTRICA PLC,UNITED KINGDOM
2947,FIRST ADVISORY SRL,ITALY
2948,ARDIAN US LLC,UNITED STATES
2949,SPIRIT ENERGY LIMITED,UNITED KINGDOM
2950,MEDIAMARKET SPA,ITALY
2951,GOVERNMENT OF THE UNITED STATES,UNITED STATES
2952,MORGAN STANLEY BANK INTERNATIONAL LIMITED,UNITED KINGDOM
2953,WESTERN UNION PAYMENT SERVICES IRELAND LIMITED,ITALY
2954,"WHITE HOUSE OFFICE, THE",UNITED STATES
2955,MSCI LIMITED,UNITED KINGDOM
2956,ABERDEEN STANDARD INVESTMENTS IRELAND LIMITED,ITALY
2957,"PEPSICO, INC.",UNITED STATES
2958,MORGAN STANLEY & CO. LIMITED,UNITED KINGDOM
2959,JACOBACCI & PARTNERS SPA,ITALY
2960,"PEPSI-COLA METROPOLITAN BOTTLING COMPANY, INC.",UNITED STATES
2961,DAIWA CORPORATE ADVISORY LIMITED,UNITED KINGDOM
2962,TAPI' SPA,ITALY
2963,"SALESFORCE, INC.",UNITED STATES
2964,H M Revenue & Customs,UNITED KINGDOM
2965,PREVINET SPA,ITALY
2966,"SALESFORCE.COM, LLC",UNITED STATES
2967,OFFICE OF THE SECRETARY OF STATE FOR SCOTLAND,UNITED KINGDOM
2968,LIBERTY HOLDCO PALOMA SRL,ITALY
2969,MAC LEAN-FOGG COMPANY,UNITED STATES
2970,LGT PRIVATE DEBT (UK) LTD.,UNITED KINGDOM
2971,ALTHEA GROUP SPA,ITALY
2972,WHITE & CASE LLP,UNITED STATES
2973,ANDREW WILSON & CO LIMITED,UNITED KINGDOM
2974,JIL SANDER SPA,ITALY
2975,"CARDINAL HEALTH, INC.",UNITED STATES
2976,Government Legal Department,UNITED KINGDOM
2977,MGH SRL,ITALY
2978,"SAF-T-GLOVE, INC.",UNITED STATES
2979,HARBEN FINANCE 2017-1 HOLDINGS LIMITED,UNITED KINGDOM
2980,TECNOPOL SNETOR SPA,ITALY
2981,OPEN HEALTH INC.,UNITED STATES
2982,STARBUCKS EMEA LTD,UNITED KINGDOM
2983,CCC HOLDINGS EUROPE SPA,ITALY
2984,"BARRIERSAFE SOLUTIONS INTERNATIONAL, INC.",UNITED STATES
2985,HINES EUROPE LIMITED,UNITED KINGDOM
2986,AZIENDA UNITA' SANITARIA LOCALE DELLA ROMAGNA,ITALY
2987,"SOENERGY INTERNATIONAL, INC.",UNITED STATES
2988,THE ORION PUBLISHING GROUP LIMITED,UNITED KINGDOM
2989,AZIENDA OSPEDALIERA SANTA CROCE E CARLE,ITALY
2990,"BGRS, LLC",UNITED STATES
2991,HAYNES GROUP LIMITED,UNITED KINGDOM
2992,PALMERS RETAIL ITALY SRL,ITALY
2993,"JAYCO, INC.",UNITED STATES
2994,AUTODATA PUBLISHING GROUP LIMITED,UNITED KINGDOM
2995,DOHLER NUTRAFOOD SRL SULLA LETTERA O DELLA PAROLA DOHLER E' PRESENTE LA DIERESI,ITALY
2996,"SYNEOS HEALTH, LLC",UNITED STATES
2997,OCTOPUS PUBLISHING GROUP LIMITED,UNITED KINGDOM
2998,ANGEL CAPITAL MANAGEMENT SPA,ITALY
2999,"SYNEOS HEALTH, INC.",UNITED STATES
3000,REACH PUBLISHING GROUP LIMITED,UNITED KINGDOM
3001,CAPITAL INTERNATIONAL MANAGEMENT COMPANY S.A' RL,ITALY
3002,SHULTZ STEEL COMPANY,UNITED STATES
3003,LEXISNEXIS RISK SOLUTIONS UK LIMITED,UNITED KINGDOM
3004,SERVIZI ENERGIA ITALIA SPA,ITALY
3005,"NIPPON CARBIDE INDUSTRIES (USA), INC.",UNITED STATES
3006,RE (RPC) LIMITED,UNITED KINGDOM
3007,MAG SERVIZI ENERGIA SRL,ITALY
3008,HIGHLAND CAPITAL HOLDING CORPORATION,UNITED STATES
3009,MOONBUG ENTERTAINMENT LIMITED,UNITED KINGDOM
3010,MASTERPLAST ITALIA SRL,ITALY
3011,"ADM TRUCKING, INC.",UNITED STATES
3012,TOTALENERGIES GAS & POWER LIMITED,UNITED KINGDOM
3013,WEKIWI SRL,ITALY
3014,"METROPLUS HEALTH PLAN, INC.",UNITED STATES
3015,NORTHERN GAS & POWER LTD,UNITED KINGDOM
3016,LINDAL ITALY SRL,ITALY
3017,INSTRUMENT LLC,UNITED STATES
3018,REVOLUT LTD,UNITED KINGDOM
3019,VAG VALVOLE ITALIA SRL,ITALY
3020,EQUILON ENTERPRISES LLC,UNITED STATES
3021,REVOLUT TRAVEL LTD,UNITED KINGDOM
3022,SYNEOS HEALTH ITALY SRL,ITALY
3023,"SOUTHWIRE COMPANY, LLC",UNITED STATES
3024,REVOLUT TRADING LTD,UNITED KINGDOM
3025,DYNATA ITALY SRL,ITALY
3026,"OUTOKUMPU STAINLESS USA, LLC",UNITED STATES
3027,INFOBIP LIMITED,UNITED KINGDOM
3028,CALZEDONIA SPA,ITALY
3029,"RXO, INC.",UNITED STATES
3030,COMPATEL LIMITED,UNITED KINGDOM
3031,LUCCHINI MAME' FORGE SPA,ITALY
3032,EVERSOURCE ENERGY,UNITED STATES
3033,OLSAM GROUP LIMITED,UNITED KINGDOM
3034,BENETTON RUGBY TREVISO SRL SOCIETA' SPORTIVA DILETTANTISTICA,ITALY
3035,"ROCKY MOUNTAIN HOSPITAL AND MEDICAL SERVICE, INC.",UNITED STATES
3036,RADICAL TRAVEL GROUP LIMITED,UNITED KINGDOM
3037,G COMMERCE EUROPE SPA,ITALY
3038,MS FINANCING LLC,UNITED STATES
3039,INTAFORENSICS LTD,UNITED KINGDOM
3040,SIREN COFFEE SRL,ITALY
3041,GREAT AMERICAN INSURANCE COMPANY,UNITED STATES
3042,HEATHROW (AH) LIMITED,UNITED KINGDOM
3043,ESAN ITALIA MINERALS SRL,ITALY
3044,GREAT AMERICAN ALLIANCE INSURANCE COMPANY,UNITED STATES
3045,MECALAC CONSTRUCTION EQUIPMENT UK LIMITED,UNITED KINGDOM
3046,IQVIA SOLUTIONS ITALY SRL,ITALY
3047,DWK LIFE SCIENCES LLC,UNITED STATES
3048,SEDIS COMPANY LIMITED,UNITED KINGDOM
3049,CANTEL MEDICAL (ITALY) SRL,ITALY
3050,"HUMBLE BUNDLE, INC.",UNITED STATES
3051,N. M. ROTHSCHILD & SONS LIMITED,UNITED KINGDOM
3052,NUVEEN ITALY SRL,ITALY
3053,TTS INC.,UNITED STATES
3054,ROTHSCHILD & CO BANK INTERNATIONAL LIMITED,UNITED KINGDOM
3055,ELI LILLY ITALIA SPA,ITALY
3056,USTC-UNITED STATES TECHNOLOGIES COMMUNICATION CORP,UNITED STATES
3057,ROTHSCHILD LIMITED,UNITED KINGDOM
3058,NALCO ITALIANA HOLDINGS SRL,ITALY
3059,"MODE GLOBAL, LLC",UNITED STATES
3060,EDMOND DE ROTHSCHILD (UK) LIMITED,UNITED KINGDOM
3061,NALCO ITALIANA SRL,ITALY
3062,SHELL OIL COMPANY,UNITED STATES
3063,ROTHSCHILD TRUST FINANCIAL SERVICES LIMITED,UNITED KINGDOM
3064,TOWERS WATSON ITALIA SRL,ITALY
3065,"HEWLETT-PACKARD DEVELOPMENT COMPANY, L.P.",UNITED STATES
3066,CRVC UK LIMITED,UNITED KINGDOM
3067,CORIMAC SRL,ITALY
3068,HEWLETT PACKARD ENTERPRISE COMPANY,UNITED STATES
3069,IMPERIAL TOBACCO OVERSEAS LIMITED,UNITED KINGDOM
3070,TOPSOURCE WORLDWIDE ITALY SRL,ITALY
3071,"PUBLICIDENTITY, INC.",UNITED STATES
3072,IMPERIAL TOBACCO GROUP LIMITED,UNITED KINGDOM
3073,DOPPIO MALTO SPA O IN BREVE D.M. SPA,ITALY
3074,"PEACHTREE SPECIAL RISK BROKERS, LLC",UNITED STATES
3075,IMPERIAL TOBACCO OVERSEAS HOLDINGS (2) LIMITED,UNITED KINGDOM
3076,BANCA FINANZIARIA INTERNAZIONALE SPA,ITALY
3077,"UNITED PARCEL SERVICE, INC.",UNITED STATES
3078,IMPERIAL BRANDS PLC,UNITED KINGDOM
3079,BMW BANK GMBH,ITALY
3080,"UNITED PARCEL SERVICE, INC.",UNITED STATES
3081,IMPERIAL TOBACCO FINANCE LIMITED,UNITED KINGDOM
3082,ITAL REAL ESTATE SRL,ITALY
3083,UPS LOGISTICS GROUP INC,UNITED STATES
3084,"CAPITAL INTERNATIONAL, INC.",UNITED KINGDOM
3085,PARKINGO GROUP SRL,ITALY
3086,"UNITED PARCEL SERVICE OF AMERICA, INC.",UNITED STATES
3087,RSK GROUP LIMITED,UNITED KINGDOM
3088,PURESSENTIEL ITALIA SRL,ITALY
3089,"UPS INTERNATIONAL, INC.",UNITED STATES
3090,SEDGWICK UK REGULATED ACTIVITIES LIMITED,UNITED KINGDOM
3091,BIOMERIEUX ITALIA SPA,ITALY
3092,"BASIC ENERGY SERVICES, L.P.",UNITED STATES
3093,YAMAZAKI MAZAK U.K. LIMITED,UNITED KINGDOM
3094,CHELAB SRL,ITALY
3095,"KODIAK GAS SERVICES, LLC",UNITED STATES
3096,GA PET FOOD PARTNERS MILLING LIMITED,UNITED KINGDOM
3097,G.A. CORICELLI SPA,ITALY
3098,"B456 SYSTEMS, INC.",UNITED STATES
3099,BECK & POLLITZER ENGINEERING CONTRACTS LIMITED,UNITED KINGDOM
3100,PIETRO CORICELLI SPA,ITALY
3101,JACKSON NATIONAL LIFE INSURANCE COMPANY,UNITED STATES
3102,PRINOVA EUROPE LIMITED,UNITED KINGDOM
3103,LEASEPLAN ITALIA SPA,ITALY
3104,FARM BUREAU LIFE INSURANCE CO OF MICHIGAN,UNITED STATES
3105,HIGH DUTY ALLOYS LIMITED,UNITED KINGDOM
3106,SMCP ITALIA SRL,ITALY
3107,AAA LIFE INSURANCE CO,UNITED STATES
3108,ZOFFANY LIMITED,UNITED KINGDOM
3109,NACON STUDIO MILAN SRL,ITALY
3110,DEVON ENERGY CORPORATION,UNITED STATES
3111,DENHOLM PORT SERVICES LIMITED,UNITED KINGDOM
3112,GLAXOSMITHKLINE SPA,ITALY
3113,GENIE ENERGY LTD.,UNITED STATES
3114,SAPIENT LIMITED,UNITED KINGDOM
3115,PHARMA QUALITY EUROPE SRL,ITALY
3116,"AKAMAI TECHNOLOGIES, INC.",UNITED STATES
3117,MERITAS GROUP LIMITED,UNITED KINGDOM
3118,SISAL ENTERTAINMENT SPA,ITALY
3119,ASTRAZENECA PHARMACEUTICALS LP,UNITED STATES
3120,GCUBE UNDERWRITING LIMITED,UNITED KINGDOM
3121,GARO DOTT.ING.ROBERTO GABBIONETA SRL,ITALY
3122,ZENECA HOLDINGS INC.,UNITED STATES
3123,SONY INTERACTIVE ENTERTAINMENT NETWORK EUROPE LIMITED,UNITED KINGDOM
3124,F.I.L.A FABBRICA ITALIANA LAPIS ED AFFINI SPA,ITALY
3125,MTV NETWORKS LATIN AMERICA INC.,UNITED STATES
3126,FE FUNDINFO LIMITED,UNITED KINGDOM
3127,ITALTRECCE SOCIETA' ITALIANA TRECCE E AFFINI SRL,ITALY
3128,"BON SECOURS MERCY HEALTH, INC.",UNITED STATES
3129,FE FUNDINFO (UK) LIMITED,UNITED KINGDOM
3130,ADLER PLASTIC SPA,ITALY
3131,QUIDELORTHO CORPORATION,UNITED STATES
3132,WP SAFETY-KLEEN LIMITED,UNITED KINGDOM
3133,HOLMEN ITALIA SRL,ITALY
3134,KENWORTH TRUCK COMPANY,UNITED STATES
3135,SAFETY-KLEEN U.K. LIMITED,UNITED KINGDOM
3136,ALTAIR SRL,ITALY
3137,SABER INTERACTIVE INCORPORATED,UNITED STATES
3138,HONEYWELL SECURITY UK LIMITED,UNITED KINGDOM
3139,TERRE CEVICO GRUPPO CENTRO VINICOLO COOPERATIVO ROMAGNOLO SOC COOP AGRICOLA,ITALY
3140,"PRESIDIO NETWORKED SOLUTIONS, INC.",UNITED STATES
3141,NOVAR ED&S LIMITED,UNITED KINGDOM
3142,GRID SOLUTIONS SPA,ITALY
3143,"FLUOR CONSTRUCTORS INTERNATIONAL, INC.",UNITED STATES
3144,WP MIDCO1 LIMITED,UNITED KINGDOM
3145,ICROM SRL,ITALY
3146,"FLUOR DANIEL EURASIA, INC.",UNITED STATES
3147,EMPEROR 2 (MIDCO) LIMITED,UNITED KINGDOM
3148,IPER MONTEBELLO SPA,ITALY
3149,"FLUOR ENTERPRISES, INC.",UNITED STATES
3150,SAFETYKLEEN GROUP SERVICES LIMITED,UNITED KINGDOM
3151,AZIMUT SOCIETA' DI GESTIONE DEL RISPARMIO SPA,ITALY
3152,MASIMO CORPORATION,UNITED STATES
3153,WATCHTOWER SECURITY SOLUTIONS UNITED KINGDOM LIMITED,UNITED KINGDOM
3154,STELLANTIS N.V.,ITALY
3155,RECTICEL OU,ESTONIA
3156,TANK HOLDING CORP.,UNITED STATES
3157,SBM LIFE SCIENCE LTD,UNITED KINGDOM
3158,NEWTON COMPTON EDITORI SRL,ITALY
3159,SEB PANK AS,ESTONIA
3160,"BELLAGIO, LLC",UNITED STATES
3161,INFORMA TECH RESEARCH LIMITED,UNITED KINGDOM
3162,LA FORTEZZA SPA,ITALY
3163,TBB PANK AS,ESTONIA
3164,METRO-GOLDWYN-MAYER STUDIOS INC.,UNITED STATES
3165,GFI BROKERS LIMITED,UNITED KINGDOM
3166,ALLIANZ SPA,ITALY
3167,SIMPES GRUPP OU,ESTONIA
3168,METRO-GOLDWYN-MAYER PICTURES INC.,UNITED STATES
3169,HOLMES PRODUCTS (EUROPE) LIMITED,UNITED KINGDOM
3170,MAISONS DU MONDE ITALIE SRL,ITALY
3171,SWEDBANK SUPPORT OU,ESTONIA
3172,"MGM HOLDINGS II, INC.",UNITED STATES
3173,PARLOPHONE RECORDS LIMITED,UNITED KINGDOM
3174,HERMES ITALIE SPA,ITALY
3175,ASTEL GARDEN GROUP OU,ESTONIA
3176,"MGM HOLDINGS, INC.",UNITED STATES
3177,PRECISELY EUROPE SOFTWARE AND DATA LIMITED,UNITED KINGDOM
3178,GROUPAMA ASSET MANAGEMENT SOCIETA' DI GESTIONE DEL RISPARMIO SPA,ITALY
3179,ABC GARDEN OU,ESTONIA
3180,"AMPHENOL PCD, INC.",UNITED STATES
3181,ICE DATA SERVICES EUROPE LIMITED,UNITED KINGDOM
3182,GROUPAMA ASSET MANAGEMENT SA SUCCURSALE ITALIANA,ITALY
3183,BRANDGATE GROUP OU,ESTONIA
3184,"SPEEDCAST COMMUNICATIONS, INC.",UNITED STATES
3185,OHME OPERATIONS UK LIMITED,UNITED KINGDOM
3186,WEG AUTOMATION EUROPE SRL,ITALY
3187,AURUM OU,ESTONIA
3188,MSB AEROSPACE LLC,UNITED STATES
3189,GARNET UK 7 NEW LIMITED,UNITED KINGDOM
3190,LIMONTA SPA,ITALY
3191,BOLT TECHNOLOGY OU,ESTONIA
3192,APPLE INC.,UNITED STATES
3193,SUBSEA 7 (UK SERVICE COMPANY) LIMITED,UNITED KINGDOM
3194,COMITALIA COMPAGNIA FIDUCIARIA SRL IN FORMA ABBREVIATO COMITALIA SRL,ITALY
3195,GAME MACHINE OU,ESTONIA
3196,"ARIA RESORT & CASINO, LLC",UNITED STATES
3197,CGNU LIFE ASSURANCE LIMITED,UNITED KINGDOM
3198,HEARST MAGAZINES ITALIA SPA,ITALY
3199,MILWORKS OU,ESTONIA
3200,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",UNITED STATES
3201,AVIVA INTERNATIONAL HOLDINGS LIMITED,UNITED KINGDOM
3202,LAFELTRINELLI INTERNET BOOKSHOP SRL,ITALY
3203,BOLT OPERATIONS OU,ESTONIA
3204,RIL USA INC.,UNITED STATES
3205,LEONIS PRODUCTIONS LIMITED,UNITED KINGDOM
3206,CASEIFICI GRANTERRE SPA,ITALY
3207,B-BUS OU,ESTONIA
3208,NOVELIS INC.,UNITED STATES
3209,RUBIE'S MASQUERADE COMPANY (UK) LIMITED,UNITED KINGDOM
3210,COHOTEL SRL,ITALY
3211,LUMINOR BANK AS,ESTONIA
3212,"BANANA REPUBLIC, LLC",UNITED STATES
3213,HEATHROW AIRPORT LIMITED,UNITED KINGDOM
3214,FILMMASTER PRODUCTIONS SPA,ITALY
3215,TALLINK AS,ESTONIA
3216,BARTEC US CORPORATION,UNITED STATES
3217,HEATHROW AIRPORT HOLDINGS LIMITED,UNITED KINGDOM
3218,ARTSANA SPA,ITALY
3219,TALLINK GRUPP AS,ESTONIA
3220,GANNETT MEDIA CORP.,UNITED STATES
3221,SSE CONTRACTING GROUP LIMITED,UNITED KINGDOM
3222,PRENATAL SPA,ITALY
3223,TOP CONNECT OU,ESTONIA
3224,"HARTFORD FINANCIAL SERVICES GROUP, INC., THE",UNITED STATES
3225,SSE RENEWABLES LIMITED,UNITED KINGDOM
3226,SEGRETARIATO GENERALE DELLA PRESIDENZA DELLA REPUBBLICA,ITALY
3227,PONTOS BALTIC AS,ESTONIA
3228,"L.N.S. AMERICA, INC.",UNITED STATES
3229,W.E.C. LINES UK LIMITED,UNITED KINGDOM
3230,PRELIOS SOCIETA' DI GESTIONE DEL RISPARMIO SPA,ITALY
3231,SANDMANI GRUPI AS,ESTONIA
3232,HARTREE PARTNERS POWER & GAS COMPANY (UK) LIMITED,UNITED KINGDOM
3233,PRELIOS SPA,ITALY
3234,PRFOODS AS,ESTONIA
3235,CNX RESOURCES CORPORATION,UNITED STATES
3236,COMPUTERSHARE TRUSTEES (JERSEY) LIMITED,UNITED KINGDOM
3237,BUTI HOLDING SRL,ITALY
3238,SCHNEIDER ELECTRIC EESTI AS,ESTONIA
3239,"ONE ROCK CAPITAL PARTNERS, LLC",UNITED STATES
3240,HAWKSFORD TRUSTEES JERSEY LIMITED,UNITED KINGDOM
3241,BIM DISTRIBUZIONE SRL,ITALY
3242,KODUMAJA AS,ESTONIA
3243,"STERLING JEWELERS, INC.",UNITED STATES
3244,BONAS & COMPANY LIMITED,UNITED KINGDOM
3245,GBI SPA,ITALY
3246,IIZI KINDLUSTUSMAAKLER AS,ESTONIA
3247,DIAMONDS DIRECT USA INC.,UNITED STATES
3248,UNIVERSITY OF LIVERPOOL,UNITED KINGDOM
3249,MERCURY 1 SRL,ITALY
3250,MARSH KINDLUSTUSMAAKLER AS,ESTONIA
3251,"BIOPLAN USA, INC.",UNITED STATES
3252,LIDL GREAT BRITAIN LIMITED,UNITED KINGDOM
3253,SUNWIN ENERGY SRL,ITALY
3254,KROONPRESS AS,ESTONIA
3255,"AMERICAN RESIDENTIAL SERVICES, L.L.C.",UNITED STATES
3256,LIDL U.K. GMBH,UNITED KINGDOM
3257,ABB SPA,ITALY
3258,MAKSEKESKUS HOLDING OU,ESTONIA
3259,AMARR COMPANY,UNITED STATES
3260,LIDL NORTHERN IRELAND LIMITED,UNITED KINGDOM
3261,GREEN POWER SYSTEMS SRL,ITALY
3262,MAKSEKESKUS AS,ESTONIA
3263,"BOX, INC.",UNITED STATES
3264,BNP PARIBAS,UNITED KINGDOM
3265,HCL TECHNOLOGIES ITALY SPA,ITALY
3266,ELECTROAIR OU,ESTONIA
3267,CHEVRON U.S.A. INC.,UNITED STATES
3268,BNP PARIBAS NET LIMITED,UNITED KINGDOM
3269,O.R.I. MARTIN ACCIAIERIA E FERRIERA DI BRESCIA SPA,ITALY
3270,MEDIABRANDS DIGITAL OU,ESTONIA
3271,CHEVRON ENERGY TECHNOLOGY COMPANY,UNITED STATES
3272,BNP PARIBAS TRUST CORPORATION UK LIMITED,UNITED KINGDOM
3273,O.R.I. MARTIN HOLDING SRL,ITALY
3274,TALLINNA LINNATRANSPORT AS,ESTONIA
3275,AMERICAN PAPER & TWINE COMPANY,UNITED STATES
3276,BNP PARIBAS REAL ESTATE ADVISORY & PROPERTY MANAGEMENT UK LIMITED,UNITED KINGDOM
3277,ASSITECA SPA INTERNAZIONALE DI BROKERAGGIO ASSICURATIVO,ITALY
3278,ADMIRAL MARKETS AS,ESTONIA
3279,"5.11, INC.",UNITED STATES
3280,J.C. BAMFORD EXCAVATORS LIMITED,UNITED KINGDOM
3281,MORELLATO SPA,ITALY
3282,ADMIRALS GROUP AS,ESTONIA
3283,"SPECIATE AI, LLC",UNITED STATES
3284,JAVELIN GLOBAL COMMODITIES (UK) LTD,UNITED KINGDOM
3285,AVIAPARTNER ITALIA SRL,ITALY
3286,FIBENOL OU,ESTONIA
3287,AVANADE INTERNATIONAL CORPORATION,UNITED STATES
3288,INDEX FUND ADVISORS LTD,UNITED KINGDOM
3289,AVIAPARTNER SPA,ITALY
3290,COMBIWOOD OU,ESTONIA
3291,"GE ENERGY PARTS, INC.",UNITED STATES
3292,EVELYN PARTNERS GROUP LIMITED,UNITED KINGDOM
3293,AVIAPARTNER HANDLING SPA,ITALY
3294,ELECTROAIR GROUP AS,ESTONIA
3295,"ESL GAMING AMERICA, INC.",UNITED STATES
3296,ISG LIMITED,UNITED KINGDOM
3297,SITAEL SPA,ITALY
3298,ELECTROAIR TECHNOLOGIES OU,ESTONIA
3299,INFOSTRETCH CORPORATION,UNITED STATES
3300,ISG UK LIMITED,UNITED KINGDOM
3301,NIPPON EXPRESS ITALIA SPA,ITALY
3302,IDEAL GROUP AS,ESTONIA
3303,"LHCG LI, LLC",UNITED STATES
3304,CENTURION PORTFOLIO MANAGERS LIMITED,UNITED KINGDOM
3305,ABRAHAM INDUSTRIES SRL,ITALY
3306,LUMINOR PENSIONS ESTONIA AS,ESTONIA
3307,"DDI-ASIA/PACIFIC INTERNATIONAL, LTD.",UNITED STATES
3308,BRIDGEPOINT ADVISERS GROUP LIMITED,UNITED KINGDOM
3309,CAIRE MEDICAL ITALY SRL,ITALY
3310,DIGITAL LEDGER OU,ESTONIA
3311,"MEMPHIS OPCO, LLC",UNITED STATES
3312,BRIDGEPOINT ADVISERS HOLDINGS,UNITED KINGDOM
3313,ANGELINI WINES & ESTATES,ITALY
3314,VALMET TECHNOLOGIES OU,ESTONIA
3315,"INTERNATIONAL SOURCING COMPANY, INC.",UNITED STATES
3316,J RESOURCES GOLD (UK) LIMITED,UNITED KINGDOM
3317,FRIULSIDER SPA,ITALY
3318,ESTONIA CAPITAL OU,ESTONIA
3319,"BRIDGESTONE AMERICAS, INC.",UNITED STATES
3320,THE BRAND GROUP LIMITED,UNITED KINGDOM
3321,MANDRIONE SOLAR SRL,ITALY
3322,BOLT SERVICES EE OU,ESTONIA
3323,CYTEC CARBON FIBERS LLC,UNITED STATES
3324,WMH HOLDINGS LIMITED,UNITED KINGDOM
